state_name,state_abb,year,pe_coal,pe_naturalgas,pe_petroleum,pe_nuclear,pe_totalrenew,re_biomass,re_geothermal,re_hydropower,re_solar,re_wind
Massachusetts,MA,1975,24484,154583,1124579,41636,53325,48983,0,4342,0,0
Maryland,MD,1975,197160,141854,593652,48307,55834,31785,0,24049,0,0
Maine,ME,1975,1311,1976,222178,49586,60423,32705,0,27719,0,0
Michigan,MI,1975,750983,894795,1076579,79031,47458,35906,0,11553,0,0
Minnesota,MN,1975,191490,331518,556785,107372,36949,27410,0,9539,0,0
Missouri,MO,1975,430226,371837,613301,0,40414,27099,0,13315,0,0
Mississippi,MS,1975,33355,235345,377776,0,31152,31152,0,0,0,0
Montana,MT,1975,18630,81190,154673,0,112007,6223,0,105784,0,0
North Carolina,NC,1975,476522,116889,636312,15477,139828,66411,0,73417,0,0
North Dakota,ND,1975,67943,36862,116903,0,35262,456,0,34806,0,0
Nebraska,NE,1975,32886,217521,208267,65153,15399,2775,0,12624,0,0
New Hampshire,NH,1975,26187,7707,137438,0,25853,12840,0,13013,0,0
New Jersey,NJ,1975,60498,251669,1269139,34645,30950,33783,0,-2834,0,0
New Mexico,NM,1975,132535,255637,199475,0,6002,5343,0,660,0,0
Nevada,NV,1975,101298,65355,115914,0,18827,1244,0,17583,0,0
New York,NY,1975,312508,585536,2575898,144387,354900,60171,0,294729,0,0
Ohio,OH,1975,1619050,978885,1200334,0,46299,46222,0,77,0,0
Oklahoma,OK,1975,537,678851,421722,0,42644,11997,0,30646,0,0
Oregon,OR,1975,2673,114184,306615,23,417387,57737,0,359650,0,0
Pennsylvania,PA,1975,1646695,670085,1469329,174766,73865,57464,0,16402,0,0
Rhode Island,RI,1975,147,23453,136846,0,4050,4015,0,36,0,0
South Carolina,SC,1975,140171,125900,337376,214291,87805,41879,0,45926,0,0
South Dakota,SD,1975,24282,32534,103528,0,83960,1475,0,82484,0,0
Tennessee,TN,1975,471919,224065,492805,0,177299,54447,0,122852,0,0
Texas,TX,1975,196172,4046930,3220686,0,75872,55820,0,20052,0,0
Utah,UT,1975,115740,117952,203889,0,14074,2893,0,11181,0,0
Virginia,VA,1975,169188,123625,824369,98782,66861,53223,0,13637,0,0
Vermont,VT,1975,744,4005,68977,39220,16361,6600,0,9761,0,0
Washington,WA,1975,76241,171236,548878,36432,935362,64299,0,871063,0,0
Wisconsin,WI,1975,272045,372097,524308,113356,66067,44874,0,21193,0,0
West Virginia,WV,1975,817441,164297,198211,0,22798,11740,0,11058,0,0
Wyoming,WY,1975,128034,81434,129694,0,13226,1569,0,11657,0,0
United States,US,1975,12655613,19977076,32698781,1899798,4687119,1498733,33780,3154607,0,0
Alaska,AK,1976,13706,90571,141170,0,9201,5224,0,3978,0,0
Alabama,AL,1976,632096,232758,532874,46557,160994,62883,0,98111,0,0
Arkansas,AR,1976,3578,248194,379963,42614,62300,41325,0,20975,0,0
Arizona,AZ,1976,139960,180181,307360,0,84428,5816,0,78612,0,0
California,CA,1976,66630,1849711,3244758,53107,422852,144760,37513,240578,0,0
Colorado,CO,1976,185147,276287,344788,0,23636,10276,0,13360,0,0
Connecticut,CT,1976,1152,66382,555426,136215,23862,19886,0,3976,0,0
District of Columbia,DC,1976,5844,29040,76714,0,146,140,0,5,0,0
Delaware,DE,1976,20186,19662,185462,0,9607,9607,0,0,0,0
Florida,FL,1976,141836,300867,1477405,95538,56507,53819,0,2688,0,0
Georgia,GA,1976,347552,268375,727308,45666,135157,89188,0,45969,0,0
Hawaii,HI,1976,0,0,218380,0,1663,701,0,962,0,0
Iowa,IA,1976,169471,313917,410376,27384,15187,8495,0,6692,0,0
Idaho,ID,1976,15162,49843,130343,0,121380,13792,0,107589,0,0
Illinois,IL,1976,862231,1204616,1671086,292243,47471,46126,0,1345,0,0
Indiana,IN,1976,1062942,420969,877430,0,36021,31049,0,4972,0,0
Kansas,KS,1976,73379,505408,402421,0,6526,6472,0,54,0,0
Kentucky,KY,1976,617452,248673,446144,0,68110,35344,0,32766,0,0
Louisiana,LA,1976,0,2121366,1378762,0,45170,45170,0,0,0,0
Massachusetts,MA,1976,3953,157185,1215625,40475,60502,55418,0,5084,0,0
Maryland,MD,1976,245318,149642,607311,70921,56373,34710,0,21663,0,0
Maine,ME,1976,1050,2083,258409,65496,70099,38004,0,32095,0,0
Michigan,MI,1976,717683,895140,1143534,109371,52481,41591,0,10890,0,0
Minnesota,MN,1976,222441,319516,599225,109482,35632,29536,0,6095,0,0
Missouri,MO,1976,468324,381399,644310,0,39537,31860,0,7677,0,0
Mississippi,MS,1976,42531,203702,420661,0,34819,34819,0,0,0,0
Montana,MT,1976,42179,75412,166959,0,135822,7172,0,128649,0,0
North Carolina,NC,1976,544481,102996,706387,27744,136973,78341,0,58632,0,0
North Dakota,ND,1976,91487,41177,116538,0,34411,473,0,33937,0,0
Nebraska,NE,1976,53712,197442,229551,64335,16378,3138,0,13240,0,0
New Hampshire,NH,1976,20331,7919,159996,0,31050,15332,0,15718,0,0
New Jersey,NJ,1976,70596,332467,1348518,42587,35091,37637,0,-2546,0,0
New Mexico,NM,1976,137492,294878,202452,0,6781,5991,0,790,0,0
Nevada,NV,1976,111294,71205,115566,0,17457,1332,0,16125,0,0
New York,NY,1976,363821,604276,2746055,172988,368500,69291,0,299209,0,0
Ohio,OH,1976,1653336,1031075,1287362,0,52843,52757,0,85,0,0
Oklahoma,OK,1976,1541,770752,439476,0,29303,13317,0,15986,0,0
Oregon,OR,1976,5876,95830,312312,23227,434370,67336,0,367033,0,0
Pennsylvania,PA,1976,1682817,731356,1623254,181447,81184,66499,0,14685,0,0
Rhode Island,RI,1976,146,20966,140424,0,4704,4671,0,34,0,0
South Carolina,SC,1976,171042,152416,386714,197186,83353,47935,0,35418,0,0
South Dakota,SD,1976,37063,39168,103359,0,74830,1684,0,73146,0,0
Tennessee,TN,1976,561514,218483,551645,0,160069,61792,0,98277,0,0
Texas,TX,1976,226342,4074690,3481271,0,75965,64884,0,11080,0,0
Utah,UT,1976,101774,138603,207169,0,14974,3257,0,11717,0,0
Virginia,VA,1976,202247,125855,856635,85506,76045,66836,0,9208,0,0
Vermont,VT,1976,579,3700,78973,36013,19325,8023,0,11302,0,0
Washington,WA,1976,81205,154881,558392,26568,1051188,71386,0,979802,0,0
Wisconsin,WI,1976,303970,320512,570026,118450,69570,52438,0,17132,0,0
West Virginia,WV,1976,872351,157204,216353,0,24758,14116,0,10643,0,0
Wyoming,WY,1976,179069,82478,139354,0,12547,1725,0,10822,0,0
United States,US,1976,13575890,20381227,35141985,2111121,4727151,1713373,37513,2976265,0,0
Alaska,AK,1977,10259,116859,154922,0,11449,6106,0,5343,0,0
Alabama,AL,1977,629412,248715,573518,210228,174751,66705,0,108046,0,0
Arkansas,AR,1977,5244,234379,424446,54759,69746,51062,0,18684,0,0
Arizona,AZ,1977,179847,176449,351150,0,75681,6838,0,68843,0,0
California,CA,1977,75109,1864187,3611311,87396,338073,151984,37382,148707,0,0
Colorado,CO,1977,223762,253994,355019,2421,23658,12471,0,11187,0,0
Connecticut,CT,1977,1167,64709,550634,141876,24105,19608,0,4497,0,0
District of Columbia,DC,1977,3991,26212,84100,0,158,158,0,0,0,0
Delaware,DE,1977,17713,16261,189670,0,10161,10161,0,0,0,0
Florida,FL,1977,159934,315950,1502009,189076,59953,57416,0,2537,0,0
Georgia,GA,1977,415733,271811,757522,39985,136122,94049,0,42073,0,0
Hawaii,HI,1977,0,0,231980,0,1355,460,0,895,0,0
Iowa,IA,1977,185141,281367,417143,31102,17088,8952,0,8136,0,0
Idaho,ID,1977,12102,48269,134913,0,85968,15540,0,70428,0,0
Illinois,IL,1977,860555,1199778,1711734,307424,51314,49962,0,1351,0,0
Indiana,IN,1977,1109953,394286,910868,0,38768,34870,0,3898,0,0
Kansas,KS,1977,89517,497279,408962,0,6852,6820,0,33,0,0
Kentucky,KY,1977,613466,221936,478067,0,64140,29568,0,34572,0,0
Louisiana,LA,1977,1774,2274100,1605874,0,46692,46692,0,0,0,0
Massachusetts,MA,1977,4008,161465,1195175,39571,63357,58949,0,4408,0,0
Maryland,MD,1977,189728,135168,617684,117181,59569,38515,0,21053,0,0
Maine,ME,1977,603,2047,263043,55386,72689,41017,0,31672,0,0
Michigan,MI,1977,692982,745743,1170987,110182,54719,45003,0,9716,0,0
Minnesota,MN,1977,264929,292501,584823,120211,36725,29734,0,6991,0,0
Missouri,MO,1977,503909,367704,667599,0,37981,33242,0,4739,0,0
Mississippi,MS,1977,38658,202631,477480,0,36230,36230,0,0,0,0
Montana,MT,1977,57814,71595,163936,0,97331,9053,0,88278,0,0
North Carolina,NC,1977,548103,73905,754860,60997,146565,91398,0,55167,0,0
North Dakota,ND,1977,107264,37650,115140,0,21338,526,0,20812,0,0
Nebraska,NE,1977,59344,188426,231193,80249,16136,3398,0,12738,0,0
New Hampshire,NH,1977,26470,7617,158532,0,31271,16619,0,14652,0,0
New Jersey,NJ,1977,71011,255522,1365149,74941,38510,40254,0,-1744,0,0
New Mexico,NM,1977,153922,242912,212605,0,7328,7036,0,291,0,0
Nevada,NV,1977,115938,74534,127198,0,18381,1507,0,16874,0,0
New York,NY,1977,336851,567877,2762674,221730,342161,74209,0,267952,0,0
Ohio,OH,1977,1669162,867837,1350669,5039,58582,58522,0,61,0,0
Oklahoma,OK,1977,12381,787694,457902,0,32743,14489,0,18254,0,0
Oregon,OR,1977,5223,75567,338296,69916,327769,73314,0,254455,0,0
Pennsylvania,PA,1977,1577975,682372,1716994,191913,84322,71749,0,12573,0,0
Rhode Island,RI,1977,117,25964,143166,0,5295,5258,0,37,0,0
South Carolina,SC,1977,189564,141633,418568,185645,80884,49054,0,31831,0,0
South Dakota,SD,1977,35614,36097,104619,0,57133,1892,0,55241,0,0
Tennessee,TN,1977,553721,208401,582671,0,176225,67744,0,108482,0,0
Texas,TX,1977,288187,4254885,3885371,0,82566,70366,0,12199,0,0
Utah,UT,1977,132845,100999,211890,0,11709,3811,0,7898,0,0
Virginia,VA,1977,187029,120734,900885,102103,73803,66356,0,7448,0,0
Vermont,VT,1977,719,4025,77992,38097,19373,9372,0,10001,0,0
Washington,WA,1977,102385,149077,600518,46468,773465,78315,0,695150,0,0
Wisconsin,WI,1977,307515,354397,582503,117864,74518,55515,0,19003,0,0
West Virginia,WV,1977,847721,150605,235436,0,24320,14479,0,9840,0,0
Wyoming,WY,1977,230740,78354,153243,0,9937,1986,0,7951,0,0
United States,US,1977,13907111,19972477,37082642,2701762,4208966,1838332,37382,2333252,0,0
Alaska,AK,1978,4689,145025,163486,0,10809,5920,0,4889,0,0
Alabama,AL,1978,577580,244969,577713,249788,148341,66560,0,81781,0,0
Arkansas,AR,1978,22833,220898,421092,57113,77088,52002,0,25086,0,0
Arizona,AZ,1978,159980,186366,357372,0,79870,7129,0,72741,0,0
California,CA,1978,67892,1646333,3654422,83801,576601,160261,30851,385489,0,0
Colorado,CO,1978,218619,234600,375010,6664,29391,15473,0,13918,0,0
Connecticut,CT,1978,807,66038,563328,151674,26391,22669,0,3723,0,0
District of Columbia,DC,1978,2017,26551,80033,0,193,193,0,0,0,0
Delaware,DE,1978,21812,21263,181109,0,10667,10667,0,0,0,0
Florida,FL,1978,175522,333306,1580785,172977,65357,62995,0,2363,0,0
Georgia,GA,1978,434380,286035,754682,46798,138170,99260,0,38910,0,0
Hawaii,HI,1978,0,0,235827,0,1143,275,0,868,0,0
Iowa,IA,1978,201296,238754,414715,13225,19287,9649,0,9639,0,0
Idaho,ID,1978,11424,46570,143602,0,119334,17065,0,102269,0,0
Illinois,IL,1978,841562,1196435,1779961,360238,62925,61593,0,1332,0,0
Indiana,IN,1978,1074576,436149,929585,0,45814,42076,0,3737,0,0
Kansas,KS,1978,136849,507973,423333,0,7540,7491,0,49,0,0
Kentucky,KY,1978,617183,215021,497715,0,70514,37550,0,32964,0,0
Louisiana,LA,1978,3747,2349710,1676335,0,47825,47825,0,0,0,0
Massachusetts,MA,1978,3163,161964,1171738,60943,67677,65463,0,2215,0,0
Maryland,MD,1978,209720,139642,627433,108272,59254,41272,0,17981,0,0
Maine,ME,1978,719,2166,244392,58582,74889,45596,0,29293,0,0
Michigan,MI,1978,671257,793936,1215137,143373,66270,55027,0,11243,0,0
Minnesota,MN,1978,255741,312196,601144,126822,50237,39033,0,11205,0,0
Missouri,MO,1978,485655,360269,694616,0,49657,39125,0,10532,0,0
Mississippi,MS,1978,40994,208038,511668,0,37576,37576,0,0,0,0
Montana,MT,1978,57597,72686,172332,0,132188,10880,0,121308,0,0
North Carolina,NC,1978,499873,83695,743733,108501,159172,102371,0,56802,0,0
North Dakota,ND,1978,129778,39067,120575,0,31963,526,0,31437,0,0
Nebraska,NE,1978,59813,162693,246421,84522,16096,3794,0,12303,0,0
New Hampshire,NH,1978,20409,8204,158511,0,31004,19286,0,11718,0,0
New Jersey,NJ,1978,60820,236852,1361982,89372,41662,43459,0,-1797,0,0
New Mexico,NM,1978,145738,225451,215103,0,7989,7677,0,312,0,0
Nevada,NV,1978,91272,66305,149414,0,18980,1718,0,17263,0,0
New York,NY,1978,297344,576482,2737616,237431,354864,84713,0,270151,0,0
Ohio,OH,1978,1622430,950973,1369852,26533,69632,69583,0,49,0,0
Oklahoma,OK,1978,43718,788658,482959,0,37416,19149,0,18267,0,0
Oregon,OR,1978,4672,90025,360125,17104,408647,78013,0,330634,0,0
Pennsylvania,PA,1978,1572452,688256,1713648,244304,90536,82661,0,7875,0,0
Rhode Island,RI,1978,123,23339,132150,0,6577,6536,0,42,0,0
South Carolina,SC,1978,192321,121336,416663,212875,83872,50645,0,33227,0,0
South Dakota,SD,1978,38551,35395,110390,0,72806,2029,0,70777,0,0
Tennessee,TN,1978,564711,189201,610104,0,163042,72036,0,91006,0,0
Texas,TX,1978,418438,4329773,4145601,0,84175,76252,0,7923,0,0
Utah,UT,1978,143943,113322,216782,0,12093,4492,0,7601,0,0
Virginia,VA,1978,170626,136935,878353,154249,86397,73069,0,13328,0,0
Vermont,VT,1978,477,3819,78180,35456,20504,11450,0,9055,0,0
Washington,WA,1978,84724,133338,621666,45301,1002202,81043,0,921159,0,0
Wisconsin,WI,1978,296054,375286,605891,128208,90777,66214,0,24563,0,0
West Virginia,WV,1978,785705,156607,224998,0,27252,17673,0,9579,0,0
Wyoming,WY,1978,228079,79758,169839,0,12774,2596,0,10178,0,0
United States,US,1978,13769684,20067662,37919119,3024126,5005439,2037605,30851,2936983,0,0
Alaska,AK,1979,4182,157236,127623,0,10733,5986,0,4747,0,0
Alabama,AL,1979,670208,291485,491310,240321,190737,67874,0,122863,0,0
Arkansas,AR,1979,31728,255010,358872,42139,80773,45832,0,34940,0,0
Arizona,AZ,1979,246230,180580,345796,0,83414,8291,0,75123,0,0
California,CA,1979,68565,1900357,3733951,95320,559806,168373,40262,351170,0,0
Colorado,CO,1979,238041,260824,340605,2316,33170,16485,0,16685,0,0
Connecticut,CT,1979,1070,68752,533199,138231,29359,24583,0,4777,0,0
District of Columbia,DC,1979,2889,30129,57506,0,210,210,0,0,0,0
Delaware,DE,1979,23914,25758,191828,0,8729,8729,0,0,0,0
Florida,FL,1979,202251,357014,1629347,167438,69419,66926,0,2493,0,0
Georgia,GA,1979,469598,324478,742459,55429,149144,103274,0,45870,0,0
Hawaii,HI,1979,0,0,255346,0,1258,327,0,931,0,0
Iowa,IA,1979,219445,292191,425775,31432,18947,9652,0,9296,0,0
Idaho,ID,1979,11856,56792,135383,0,113729,18844,0,94885,0,0
Illinois,IL,1979,845402,1170615,1679342,298772,64626,63281,0,1345,0,0
Indiana,IN,1979,1171644,499345,850765,0,51858,47318,0,4540,0,0
Kansas,KS,1979,147482,571266,439116,0,7928,7891,0,38,0,0
Kentucky,KY,1979,609287,220854,502174,0,82531,41737,0,40794,0,0
Louisiana,LA,1979,2518,2051384,1875478,0,44717,44717,0,0,0,0
Massachusetts,MA,1979,4632,157883,990909,66113,74298,69761,0,4537,0,0
Maryland,MD,1979,240709,179631,600818,105240,66329,43645,0,22684,0,0
Maine,ME,1979,778,2162,223074,48928,76896,48018,0,28878,0,0
Michigan,MI,1979,758928,880367,1038344,164699,73877,60353,0,13524,0,0
Minnesota,MN,1979,229460,332631,567901,125146,53947,44454,0,9493,0,0
Missouri,MO,1979,512505,340138,658767,0,55940,44555,0,11386,0,0
Mississippi,MS,1979,59765,260547,451900,0,37510,37510,0,0,0,0
Montana,MT,1979,63407,69114,186730,0,119406,12310,0,107096,0,0
North Carolina,NC,1979,558638,133751,735741,74080,191639,109678,0,81961,0,0
North Dakota,ND,1979,148077,29236,136221,0,28886,561,0,28325,0,0
Nebraska,NE,1979,77604,168959,224645,94196,16832,3933,0,12899,0,0
New Hampshire,NH,1979,29080,8699,137488,0,33548,21005,0,12544,0,0
New Jersey,NJ,1979,59195,269934,1317117,71918,43101,46034,0,-2933,0,0
New Mexico,NM,1979,152939,223092,214617,0,9922,9220,0,702,0,0
Nevada,NV,1979,99307,85539,138630,0,19804,2033,0,17771,0,0
New York,NY,1979,315174,633562,2382107,201340,368358,94177,0,274181,0,0
Ohio,OH,1979,1668432,920390,1384084,34412,74657,74611,0,46,0,0
Oklahoma,OK,1979,60391,844294,465726,0,46806,22757,0,24049,0,0
Oregon,OR,1979,4679,97905,363933,48900,387287,78083,0,309204,0,0
Pennsylvania,PA,1979,1756262,756079,1621351,204484,106837,94186,0,12651,0,0
Rhode Island,RI,1979,122,27526,115620,0,7124,7090,0,35,0,0
South Carolina,SC,1979,206761,121479,391960,198220,91528,50545,0,40983,0,0
South Dakota,SD,1979,35473,25611,118250,0,67819,1980,0,65839,0,0
Tennessee,TN,1979,542302,233860,566792,0,207250,79846,0,127403,0,0
Texas,TX,1979,587642,4131399,4561292,0,89721,77273,0,12448,0,0
Utah,UT,1979,170907,120980,213386,0,13634,5332,0,8303,0,0
Virginia,VA,1979,213734,136958,886409,76758,95181,79204,0,15977,0,0
Vermont,VT,1979,595,4398,71419,37521,22340,12716,0,9624,0,0
Washington,WA,1979,99003,165950,621007,39301,900631,77454,0,823176,0,0
Wisconsin,WI,1979,321063,372258,564808,113175,92876,69131,0,23745,0,0
West Virginia,WV,1979,828830,152059,234025,0,33875,21121,0,12754,0,0
Wyoming,WY,1979,268946,87157,174797,0,13906,3000,0,10905,0,0
United States,US,1979,15041652,20687615,37075744,2775827,5122854,2151906,40262,2930686,0,0
Alaska,AK,1980,4310,153805,129309,0,8321,2723,0,5599,0,0
Alabama,AL,1980,661023,278342,450362,256310,238766,141033,0,97733,0,0
Arkansas,AR,1980,36648,273987,299725,85438,69996,52390,0,17606,0,0
Arizona,AZ,1980,244994,173970,301281,0,120006,17835,0,102171,0,0
California,CA,1980,66170,1890887,3477280,53665,591928,115610,52699,423618,0,0
Colorado,CO,1980,247615,244771,327783,7273,28582,10749,0,17834,0,0
Connecticut,CT,1980,364,74033,502250,129094,43748,41088,0,2659,0,0
District of Columbia,DC,1980,3284,27950,47702,0,2849,2849,0,0,0,0
Delaware,DE,1980,28063,30783,184800,0,2472,2472,0,0,0,0
Florida,FL,1980,225457,329567,1650717,182563,90049,87819,0,2229,0,0
Georgia,GA,1980,521518,325263,692211,92015,144038,98096,0,45942,0,0
Hawaii,HI,1980,0,0,249539,0,12808,11910,0,898,0,0
Iowa,IA,1980,234425,270333,350023,27955,58556,48728,0,9828,0,0
Idaho,ID,1980,9610,51646,112680,0,113407,14646,0,98760,0,0
Illinois,IL,1980,844481,1076174,1447866,302604,92366,90927,0,1438,0,0
Indiana,IN,1980,1156965,482288,742766,0,56145,51217,0,4928,0,0
Kansas,KS,1980,191574,481990,372660,0,9088,9002,0,86,0,0
Kentucky,KY,1980,641685,204062,481043,0,55822,25284,0,30538,0,0
Louisiana,LA,1980,2456,1862179,1859619,0,64707,64707,0,0,0,0
Massachusetts,MA,1980,22845,169897,910027,35255,72495,70853,0,1642,0,0
Maryland,MD,1980,235710,162955,532945,119409,45823,32634,0,13189,0,0
Maine,ME,1980,3008,2162,198340,48040,121124,96018,0,25106,0,0
Michigan,MI,1980,759026,874651,906659,173339,103039,90575,0,12464,0,0
Minnesota,MN,1980,242420,284941,498349,109374,54794,46625,0,8169,0,0
Missouri,MO,1980,531438,322842,560667,0,30880,25084,0,5797,0,0
Mississippi,MS,1980,74997,270909,382612,0,38097,38097,0,0,0,0
Montana,MT,1980,60228,61453,163682,0,114608,11086,0,103522,0,0
North Carolina,NC,1980,624696,155149,658887,62997,135910,78918,0,56992,0,0
North Dakota,ND,1980,163322,23830,126840,0,28555,2448,0,26107,0,0
Nebraska,NE,1980,93942,159483,189490,63082,19778,5903,0,13875,0,0
New Hampshire,NH,1980,29275,8874,133609,0,32382,21716,0,10666,0,0
New Jersey,NJ,1980,68692,341149,1249507,83192,48383,51317,0,-2934,0,0
New Mexico,NM,1980,202870,231330,201366,0,6223,5245,0,977,0,0
Nevada,NV,1980,93216,62016,147127,0,27403,2760,0,24643,0,0
New York,NY,1980,313708,752573,2135731,210259,404671,129655,0,275016,0,0
Ohio,OH,1980,1528107,841059,1301153,23115,107374,107311,0,63,0,0
Oklahoma,OK,1980,106346,738931,442550,0,24855,11200,0,13655,0,0
Oregon,OR,1980,12102,82324,334332,58844,401129,87178,0,313951,0,0
Pennsylvania,PA,1980,1636051,789585,1436379,131893,136826,129198,0,7628,0,0
Rhode Island,RI,1980,165,27948,102801,0,7287,7274,0,13,0,0
South Carolina,SC,1980,245769,146846,351306,189846,71184,39763,0,31421,0,0
South Dakota,SD,1980,36564,24020,101874,0,63775,3339,0,60436,0,0
Tennessee,TN,1980,576894,233323,501001,5660,160372,69326,0,91045,0,0
Texas,TX,1980,734145,4226105,4451936,0,65819,55648,0,10171,0,0
Utah,UT,1980,168254,124990,200325,0,13025,4492,0,8533,0,0
Virginia,VA,1980,231849,160886,737949,125071,85571,76307,0,9264,0,0
Vermont,VT,1980,537,3951,61631,32497,22881,14432,0,8449,0,0
Washington,WA,1980,90956,135451,594767,22269,951633,88272,0,863361,0,0
Wisconsin,WI,1980,327310,354670,474923,108111,187312,165342,0,21970,0,0
West Virginia,WV,1980,857779,147624,217628,0,23421,11850,0,11571,0,0
Wyoming,WY,1980,268122,72982,173524,0,14250,2739,0,11511,0,0
United States,US,1980,15460982,20226934,34159533,2739169,5424534,2471691,52699,2900144,0,0
Alaska,AK,1981,12521,122214,135710,0,9216,3046,0,6171,0,0
Alabama,AL,1981,629957,281022,444499,260780,213355,150242,0,63113,0,0
Arkansas,AR,1981,101935,265043,289016,100093,68248,55336,0,12913,0,0
Arizona,AZ,1981,319438,192208,284450,0,92583,21469,0,71114,0,0
California,CA,1981,78401,1947370,3210880,35367,503653,133092,59437,311124,0,0
Colorado,CO,1981,278732,201432,301714,8261,28752,14131,0,14621,0,0
Connecticut,CT,1981,904,77126,436491,139788,42958,40241,0,2717,0,0
District of Columbia,DC,1981,2406,29428,40354,0,2312,2312,0,0,0,0
Delaware,DE,1981,50618,31576,138619,0,2006,2006,0,0,0,0
Florida,FL,1981,236471,357470,1624227,159362,83698,81817,0,1881,0,0
Georgia,GA,1981,552108,325103,652903,79799,122747,98408,0,24339,0,0
Hawaii,HI,1981,0,0,223133,0,13585,12745,0,840,0,0
Iowa,IA,1981,252126,253927,328458,24309,64176,53916,0,10260,0,0
Idaho,ID,1981,9801,48107,98602,0,115694,16321,0,99374,0,0
Illinois,IL,1981,796603,1053097,1264078,325199,100323,98923,0,1399,0,0
Indiana,IN,1981,1150611,487854,683466,0,59181,53864,0,5317,0,0
Kansas,KS,1981,212932,422564,335099,0,8483,8403,0,80,0,0
Kentucky,KY,1981,663926,202235,432910,0,55159,27999,0,27160,0,0
Louisiana,LA,1981,23727,1847639,1843551,0,68263,68263,0,0,0,0
Massachusetts,MA,1981,26644,165351,849197,47766,73207,68711,0,4496,0,0
Maryland,MD,1981,210368,177238,496635,127095,45447,30545,0,14902,0,0
Maine,ME,1981,3141,2288,194633,57488,129795,99961,0,29834,0,0
Michigan,MI,1981,757492,811399,817824,188239,108871,95908,0,12963,0,0
Minnesota,MN,1981,244190,264845,450175,112360,56622,46814,0,9808,0,0
Missouri,MO,1981,536042,287706,535243,0,30527,23533,0,6994,0,0
Mississippi,MS,1981,82948,249062,352407,0,41070,41070,0,0,0,0
Montana,MT,1981,62539,53029,143907,0,130992,12633,0,118359,0,0
North Carolina,NC,1981,655284,154283,611184,68894,108282,77650,0,30631,0,0
North Dakota,ND,1981,172400,35457,126589,0,25970,2451,0,23518,0,0
Nebraska,NE,1981,98584,133481,176315,66048,18113,5603,0,12510,0,0
New Hampshire,NH,1981,24226,9709,122799,0,36078,21847,0,14231,0,0
New Jersey,NJ,1981,75464,391491,1159200,128776,54426,56838,0,-2413,0,0
New Mexico,NM,1981,196933,205433,213772,0,7731,6812,0,920,0,0
Nevada,NV,1981,112197,78744,130637,0,21800,3728,0,18072,0,0
New York,NY,1981,308653,770856,1909639,192412,413896,143253,0,270643,0,0
Ohio,OH,1981,1534900,818902,1199908,48607,113023,112965,0,58,0,0
Oklahoma,OK,1981,157728,694455,435481,0,23880,12156,0,11724,0,0
Oregon,OR,1981,25826,78887,333667,70856,428803,92637,0,336166,0,0
Pennsylvania,PA,1981,1495944,791190,1297668,157462,147662,140768,0,6894,0,0
Rhode Island,RI,1981,192,28873,92461,0,6649,6648,0,1,0,0
South Carolina,SC,1981,266523,145000,332406,191120,52308,39171,0,13136,0,0
South Dakota,SD,1981,36204,22076,92817,0,58639,3177,0,55461,0,0
Tennessee,TN,1981,565947,227063,492503,51886,136647,74820,0,61827,0,0
Texas,TX,1981,858514,4052341,4267534,0,70516,58544,0,11972,0,0
Utah,UT,1981,175686,109703,168355,0,12388,5875,0,6512,0,0
Virginia,VA,1981,264301,154925,648378,196535,79270,75457,0,3813,0,0
Vermont,VT,1981,1030,4352,58643,39362,24825,14343,0,10482,0,0
Washington,WA,1981,90872,131176,600871,22523,1074536,95075,0,979462,0,0
Wisconsin,WI,1981,327327,327529,439877,107201,196641,174255,0,22386,0,0
West Virginia,WV,1981,877497,154468,205098,0,22023,10631,0,11392,0,0
Wyoming,WY,1981,318915,72895,160096,0,12125,3335,0,8790,0,0
United States,US,1981,15937724,19749623,31884079,3007589,5417152,2599746,59437,2757968,0,0
Alaska,AK,1982,13182,237881,149249,0,8745,2875,0,5870,0,0
Alabama,AL,1982,511059,253391,440359,306734,265548,153364,0,112184,0,0
Arkansas,AR,1982,125193,227389,281576,82852,77652,55633,0,22019,0,0
Arizona,AZ,1982,336245,142323,278455,0,94968,21635,0,73334,0,0
California,CA,1982,69415,1765171,2874156,41357,702806,127114,50627,525065,0,0
Colorado,CO,1982,276433,216115,308533,6299,32043,14794,0,17249,0,0
Connecticut,CT,1982,763,79253,435008,150866,41481,37604,0,3877,0,0
District of Columbia,DC,1982,3064,29731,45763,0,3654,3654,0,0,0,0
Delaware,DE,1982,47947,28694,121917,0,3170,3170,0,0,0,0
Florida,FL,1982,240178,339099,1416264,213919,105523,102795,0,2728,0,0
Georgia,GA,1982,535439,303335,642879,73144,143871,105698,0,38173,0,0
Hawaii,HI,1982,1149,0,203563,0,13382,12440,0,942,0,0
Iowa,IA,1982,243876,238917,339038,25126,66907,57308,0,9599,0,0
Idaho,ID,1982,10358,42849,96011,0,137262,16085,0,121177,0,0
Illinois,IL,1982,778512,996628,1167292,305891,108434,107137,0,1297,0,0
Indiana,IN,1982,1007163,471776,638602,0,59095,54622,0,4473,0,0
Kansas,KS,1982,212511,400519,337084,0,10392,10323,0,68,0,0
Kentucky,KY,1982,626978,191042,429833,0,69516,34572,0,34944,0,0
Louisiana,LA,1982,64251,1629186,1680330,0,69667,69667,0,0,0,0
Massachusetts,MA,1982,89641,181781,798283,46212,66642,64010,0,2632,0,0
