state_name,state_abb,year,pe_coal,pe_naturalgas,pe_petroleum,pe_nuclear,pe_totalrenew,re_biomass,re_geothermal,re_hydropower,re_solar,re_wind
Ohio,OH,2005,1481045,860874,1280172,154481,73750,66769,1531,5157,160,133
Oklahoma,OK,2005,397379,600011,557797,0,65251,30442,10,26301,21,8477
Oregon,OR,2005,35624,239539,374572,0,368234,49698,997,309453,744,7342
Pennsylvania,PA,2005,1490836,719117,1498536,796157,109625,83025,1009,22320,429,2842
Rhode Island,RI,2005,76,82460,97180,0,1923,1822,8,67,26,0
South Carolina,SC,2005,431086,178308,547413,554544,105466,75803,265,29379,19,0
South Dakota,SD,2005,36952,42848,118214,0,61504,28364,813,30743,3,1581
Tennessee,TN,2005,657711,238400,782703,290153,174097,80861,87,93086,29,33
Texas,TX,2005,1627863,3621139,5987815,398994,140203,82849,1161,13324,501,42368
Utah,UT,2005,405546,168770,287599,0,15773,5391,2503,7844,35,0
Virginia,VA,2005,458452,311537,998762,291357,132464,116524,830,14842,268,0
Vermont,VT,2005,25,8396,90539,42491,24499,12224,10,12107,43,115
Washington,WA,2005,112284,272167,768653,86016,815363,88946,642,720674,116,4984
Wisconsin,WI,2005,522521,415583,596603,103535,145127,126407,252,17400,142,925
West Virginia,WV,2005,959657,124984,231304,0,28742,12677,14,14474,38,1539
Wyoming,WY,2005,490940,112863,155289,0,19291,3289,745,8083,3,7172
United States,US,2005,22793450,22567132,40227276,8160810,6232013,3112387,180703,2702942,57893,178088
Alaska,AK,2006,14981,375719,342272,0,13481,1249,87,12137,0,8
Alabama,AL,2006,886678,402044,611265,332992,266931,194853,85,71930,62,0
Arkansas,AR,2006,256907,240885,358679,158952,100633,84758,401,15380,94,0
Arizona,AZ,2006,431985,365230,582623,250568,95747,25421,287,67379,2661,0
California,CA,2006,67017,2375929,3786528,333488,897789,220116,129319,476582,23341,48433
Colorado,CO,2006,394348,458911,506709,0,42230,15042,603,17767,232,8585
Connecticut,CT,2006,45722,175870,391609,173111,35690,29631,9,5395,654,0
District of Columbia,DC,2006,0,29775,22535,0,620,606,0,0,14,0
Delaware,DE,2006,56625,44787,122657,0,3620,3394,204,0,22,0
Florida,FL,2006,696215,917468,2018975,327934,192085,162048,5034,2018,22985,0
Georgia,GA,2006,892732,433920,1089023,333981,210818,184924,172,25480,241,0
Hawaii,HI,2006,16102,179,295474,0,15531,10054,2114,1191,1382,790
Iowa,IA,2006,435187,207162,435701,53171,142841,110108,708,9020,14,22990
Idaho,ID,2006,8212,79041,165353,0,147673,32954,1510,111513,14,1682
Illinois,IL,2006,1045398,896138,1340467,982498,109457,103418,969,1719,826,2525
Indiana,IN,2006,1587100,499753,860450,0,55594,48341,2306,4855,91,0
Kansas,KS,2006,364212,269274,351672,97570,28423,17884,583,96,21,9839
Kentucky,KY,2006,1023263,217166,699444,0,70058,42921,1391,25707,39,0
Louisiana,LA,2006,265214,1346690,2127341,174634,150707,142569,996,7074,67,0
Massachusetts,MA,2006,112173,378026,648398,60832,62218,46483,505,15004,226,0
Maryland,MD,2006,324657,189179,538678,144320,59415,38198,270,20872,74,0
Maine,ME,2006,6618,67557,235253,0,152966,110410,13,42435,109,0
Michigan,MI,2006,773595,816993,926618,303305,130017,112028,2552,15080,335,22
Minnesota,MN,2006,370814,358198,680945,137569,129807,103096,510,5671,147,20383
Missouri,MO,2006,829054,257924,736536,105567,43545,41371,167,1976,30,0
Mississippi,MS,2006,190057,315909,469598,108718,63632,63042,581,0,9,0
Montana,MT,2006,194307,75135,194283,0,123334,18232,281,100481,15,4324
North Carolina,NC,2006,777871,230169,918121,417016,139856,101157,459,38079,160,0
North Dakota,ND,2006,414838,50007,136542,0,25802,6529,519,15087,3,3665
Nebraska,NE,2006,227444,131424,228780,93943,55259,43059,728,8861,20,2591
New Hampshire,NH,2006,44807,64644,167795,98067,36022,20797,13,15165,46,0
New Jersey,NJ,2006,116093,566724,1175190,339846,47832,45175,221,351,1926,159
New Mexico,NM,2006,316221,227661,268257,0,28385,13095,697,1966,174,12453
Nevada,NV,2006,84225,257595,291217,0,41989,6173,14606,20410,801,0
New York,NY,2006,256345,1120196,1556773,440606,401540,122105,678,271232,1025,6501
Ohio,OH,2006,1450797,770872,1289366,175798,77291,68978,1732,6268,170,143
Oklahoma,OK,2006,384418,644381,583533,0,54844,31642,11,6185,20,16986
Oregon,OR,2006,26895,229731,381213,0,438059,51514,994,375437,877,9237
Pennsylvania,PA,2006,1499292,684695,1430279,785731,119645,86233,1128,28211,491,3582
Rhode Island,RI,2006,49,78517,90465,0,5431,5307,9,59,56,0
South Carolina,SC,2006,432220,181895,551756,530071,100539,82290,307,17923,19,0
South Dakota,SD,2006,39570,40861,116224,0,71514,35473,867,33693,4,1478
Tennessee,TN,2006,677174,230047,785896,257523,151734,74197,101,76859,35,542
Texas,TX,2006,1610301,3544789,6086196,430593,193520,118986,1296,6566,507,66165
Utah,UT,2006,382757,197894,310505,0,15066,5061,2562,7407,36,0
Virginia,VA,2006,433606,283456,958756,287938,133344,118695,917,13402,330,0
Vermont,VT,2006,27,8062,88725,53287,27854,12622,11,15064,51,106
Washington,WA,2006,69150,271034,795563,97341,937172,112653,683,813434,109,10292
Wisconsin,WI,2006,462732,376559,589851,127657,140855,122757,292,16650,150,1006
West Virginia,WV,2006,958880,126316,236344,0,28884,11509,15,15597,40,1723
Wyoming,WY,2006,489325,112929,166896,0,19573,2982,693,8365,4,7529
United States,US,2006,22444214,22225318,39743329,8214626,6636869,3262140,181200,2869035,60755,263738
Alaska,AK,2007,13662,372186,323089,0,14286,1426,87,12762,0,10
Alabama,AL,2007,888436,430649,601179,360036,229491,188449,98,40881,63,0
Arkansas,AR,2007,275037,229610,359757,162434,121766,89239,482,31992,53,0
Arizona,AZ,2007,438524,401992,571417,280920,97682,29420,302,65211,2749,0
California,CA,2007,66495,2467545,3795097,375427,707689,225983,130592,270107,25804,55201
Colorado,CO,2007,388586,512841,513431,0,50617,19828,621,17095,308,12765
Connecticut,CT,2007,39931,183604,377002,171874,36173,31798,11,3590,773,0
District of Columbia,DC,2007,502,33856,21547,0,742,728,0,0,14,0
Delaware,DE,2007,63839,49932,119810,0,4974,4683,247,0,44,0
Florida,FL,2007,720824,943845,1938437,307215,199922,169327,5908,1527,23160,0
Georgia,GA,2007,934773,455220,1052558,341364,205849,183298,203,22102,245,0
Hawaii,HI,2007,17107,173,303540,0,17002,9936,2280,913,1520,2354
Iowa,IA,2007,465167,264166,420924,47398,176851,139290,785,9512,17,27247
Idaho,ID,2007,10261,83904,162468,0,127411,34984,1537,89170,17,1703
Illinois,IL,2007,1091382,968652,1324077,1004100,130915,120700,1173,1519,956,6567
Indiana,IN,2007,1572084,543800,834645,0,67602,60337,2718,4447,100,0
Kansas,KS,2007,396333,291695,402282,108762,36181,24031,630,104,24,11392
Kentucky,KY,2007,1020709,235876,690076,0,65820,47678,1608,16492,41,0
Louisiana,LA,2007,249800,1430621,2130984,179127,151977,142605,1125,8171,77,0
Massachusetts,MA,2007,120168,418907,647827,53701,59620,50927,540,7882,270,0
Maryland,MD,2007,327979,208439,531469,150551,58135,41398,327,16331,80,0
Maine,ME,2007,6583,67227,233431,0,156513,118454,16,36948,116,979
Michigan,MI,2007,801178,814887,919768,330581,140683,124684,3014,12553,405,27
Minnesota,MN,2007,366208,395658,678958,137437,153230,119922,617,6462,147,26082
Missouri,MO,2007,802879,277919,730638,98302,62175,50036,202,11904,34,0
Mississippi,MS,2007,185063,374990,460954,98164,64570,63940,619,0,11,0
Montana,MT,2007,202480,75077,206442,0,119592,21835,277,92557,23,4900
North Carolina,NC,2007,827974,244475,920732,420029,117419,87192,556,29495,176,0
North Dakota,ND,2007,420719,56842,139972,0,32353,12724,588,12903,3,6136
Nebraska,NE,2007,216872,153490,229195,115815,64219,57824,795,3434,23,2143
New Hampshire,NH,2007,44899,64856,165020,112902,38434,25861,16,12506,52,0
New Jersey,NJ,2007,111799,640236,1241757,335757,52998,50080,268,207,2241,202
New Mexico,NM,2007,296067,239858,277635,0,32004,14687,732,2649,165,13771
Nevada,NV,2007,82871,262547,285879,0,42155,7190,13682,19800,1484,0
New York,NY,2007,258450,1214349,1562784,445288,392388,132654,739,249596,1160,8238
Ohio,OH,2007,1463773,835555,1284301,165349,84298,77898,2022,4057,176,146
Oklahoma,OK,2007,373217,677472,563473,0,82596,33981,14,30303,22,18277
Oregon,OR,2007,45461,260240,374647,0,402134,55759,1012,331978,1059,12325
Pennsylvania,PA,2007,1491907,780090,1402752,811600,121913,93328,1293,22100,547,4646
Rhode Island,RI,2007,39,90259,87046,0,6399,6286,11,43,59,0
South Carolina,SC,2007,444046,182201,533797,558014,97885,82110,372,15379,24,0
South Dakota,SD,2007,33256,54099,117482,0,69575,38320,933,28834,4,1483
Tennessee,TN,2007,672766,229520,773597,301038,126961,77486,123,48823,36,494
Texas,TX,2007,1609155,3626526,5917140,429577,250484,143207,1486,16254,519,89019
Utah,UT,2007,391386,231125,299418,0,14230,6539,2325,5325,40,0
Virginia,VA,2007,458200,331018,958752,286019,135794,122029,1031,12338,397,0
Vermont,VT,2007,34,8874,86757,49337,19025,12457,14,6391,60,104
Washington,WA,2007,95737,279429,820408,85051,894490,90416,728,779148,102,24095
Wisconsin,WI,2007,465083,403947,584630,135416,142051,125458,354,14985,174,1080
West Virginia,WV,2007,983259,124555,235366,0,26873,12758,17,12398,43,1656
Wyoming,WY,2007,494955,145985,169430,0,18963,3645,644,7210,4,7461
United States,US,2007,22747914,23670821,39383775,8458589,6523110,3484824,185774,2446389,65621,340503
Alaska,AK,2008,14705,343938,278725,0,13126,1447,130,11547,2,1
Alabama,AL,2008,842826,414260,566323,407551,237856,177209,117,60466,64,0
Arkansas,AR,2008,278849,238424,354937,148085,126307,79760,572,45923,53,0
Arizona,AZ,2008,458727,409966,542166,305726,111992,36719,366,71795,3112,0
California,CA,2008,63050,2472612,3553537,339506,680732,230785,129143,237755,29985,53063
Colorado,CO,2008,385416,508491,486432,0,77362,24008,702,20096,819,31738
Connecticut,CT,2008,45188,169802,339919,161305,36462,30039,14,5481,929,0
District of Columbia,DC,2008,391,32774,18444,0,565,545,0,0,20,0
Delaware,DE,2008,60891,49749,112725,0,5789,5444,294,0,50,0
Florida,FL,2008,693161,970038,1717483,335857,242565,210030,6889,2031,23615,0
Georgia,GA,2008,885849,436093,946224,331235,198358,176734,227,21133,264,0
Hawaii,HI,2008,18095,148,239055,0,19342,12030,2316,831,1799,2365
Iowa,IA,2008,485218,297357,423828,55210,213180,163974,874,8071,19,40242
Idaho,ID,2008,8604,90550,152495,0,132857,36210,2325,92258,20,2044
Illinois,IL,2008,1103163,1003219,1274262,994526,160655,133808,1399,1365,1054,23029
Indiana,IN,2008,1558078,555489,778521,0,99311,89375,3180,4304,102,2349
Kansas,KS,2008,371804,292523,349719,88812,58223,40070,689,104,23,17337
Kentucky,KY,2008,1024816,233165,645708,0,71481,50683,1855,18895,48,0
Louisiana,LA,2008,262470,1369823,2193330,160658,114723,102876,1279,10488,79,0
Massachusetts,MA,2008,106897,415247,621929,61339,60565,48217,585,11389,337,36
Maryland,MD,2008,309294,202744,507179,153422,60165,40219,390,19453,103,0
Maine,ME,2008,5908,74494,201971,0,186763,141367,49,43923,127,1297
Michigan,MI,2008,799969,797534,836361,329075,158418,139644,3530,13445,408,1391
Minnesota,MN,2008,359359,435086,643535,135843,179586,128586,736,7164,189,42910
Missouri,MO,2008,792918,298421,675205,98025,84232,61784,241,20169,35,2003
Mississippi,MS,2008,177166,364237,422379,98215,50436,49751,674,0,12,0
Montana,MT,2008,203260,77645,192417,0,125438,20759,265,98536,33,5845
North Carolina,NC,2008,794693,249654,883566,415742,167205,136380,663,29894,269,0
North Dakota,ND,2008,424615,60480,137092,0,43508,13804,668,12345,3,16687
Nebraska,NE,2008,234654,172858,219571,99075,84810,78385,876,3414,25,2111
New Hampshire,NH,2008,40241,74025,160994,97729,43631,27356,20,16094,60,102
New Jersey,NJ,2008,97671,634694,1216492,336500,50705,47294,319,254,2631,206
New Mexico,NM,2008,284346,252831,241949,0,36695,16895,348,3077,185,16188
Nevada,NV,2008,88619,274915,259144,0,44501,9605,14997,17251,2649,0
New York,NY,2008,228985,1205137,1480358,451622,428758,150944,812,263330,1348,12324
Ohio,OH,2008,1438432,823457,1232449,183055,116288,109780,2350,3808,202,149
Oklahoma,OK,2008,391688,711379,540101,0,87945,27112,17,37556,24,23237
Oregon,OR,2008,41408,274659,356012,0,418908,58162,1005,333115,1250,25376
Pennsylvania,PA,2008,1421091,778251,1380331,822134,147224,112834,1481,25116,605,7188
Rhode Island,RI,2008,0,91220,89555,0,6308,6180,14,49,65,0
South Carolina,SC,2008,445454,175858,502602,541026,106872,95330,444,11067,31,0
South Dakota,SD,2008,43098,65453,112732,0,82021,49636,1456,29494,4,1430
Tennessee,TN,2008,643796,238441,714765,282514,150057,93744,146,55636,37,494
Texas,TX,2008,1605925,3653462,5245208,425682,351075,178702,1699,10243,550,159881
Utah,UT,2008,395878,237414,279173,0,17793,7635,3294,6583,45,236
Virginia,VA,2008,415102,310647,870324,291932,140866,129287,1163,9962,454,0
Vermont,VT,2008,0,8665,77454,51163,28825,13909,20,14711,84,101
Washington,WA,2008,94601,307085,766791,96886,898118,96149,788,765033,108,36041
Wisconsin,WI,2008,480712,415109,558483,127039,160024,138650,421,15925,227,4800
West Virginia,WV,2008,955628,119617,221682,0,33587,17359,23,12298,46,3862
Wyoming,WY,2008,500109,147129,169975,0,22477,4188,569,8231,5,9485
United States,US,2008,22382816,23836273,36791612,8426491,7174689,3851392,192433,2511108,74207,545548
Alaska,AK,2009,14505,343971,265166,0,15912,2770,151,12920,3,69
Alabama,AL,2009,630969,466272,517542,415392,274392,151859,126,122345,62,0
Arkansas,AR,2009,264083,248100,335526,158663,130887,89205,702,40921,59,0
Arizona,AZ,2009,413260,377504,498461,320692,96274,29481,329,62731,3445,288
California,CA,2009,52403,2391374,3409710,332218,726123,238181,127461,272187,31297,56997
Colorado,CO,2009,350224,525999,466476,0,78330,27202,697,18405,1148,30879
Connecticut,CT,2009,26265,188570,339055,174220,41681,35628,17,4973,1062,0
District of Columbia,DC,2009,331,34339,22489,0,620,598,0,0,22,0
Delaware,DE,2009,33938,51651,85949,0,6640,6188,367,0,85,0
Florida,FL,2009,581517,1081725,1578647,304544,272937,239189,8444,2032,23273,0
Georgia,GA,2009,723449,475240,993679,331368,220566,188182,276,31815,293,0
Hawaii,HI,2009,17083,167,238944,0,19711,12482,1643,1099,2033,2454
Iowa,IA,2009,444574,283990,416805,48937,289408,206436,1037,9479,32,72424
Idaho,ID,2009,8443,87072,144873,0,136273,29231,2122,101838,23,3059
Illinois,IL,2009,1014972,956553,1191763,998562,186177,154478,1744,1331,1105,27519
Indiana,IN,2009,1365413,511289,748168,0,118682,96032,3912,4914,128,13695
Kansas,KS,2009,356079,292425,346772,91710,66668,37770,803,125,24,27945
Kentucky,KY,2009,937106,214261,640355,0,85039,50342,2258,32380,60,0
Louisiana,LA,2009,252519,1315265,2043436,175524,119238,105568,1520,12067,83,0
Massachusetts,MA,2009,92056,408509,571590,56437,69073,56170,677,11723,446,58
Maryland,MD,2009,266860,203604,508869,152180,66647,47590,486,18434,136,0
Maine,ME,2009,1652,73569,202916,0,153514,109305,61,41106,127,2915
Michigan,MI,2009,735907,750783,803960,228540,149750,128651,4347,13390,432,2930
Minnesota,MN,2009,328678,405516,592390,129623,203855,145519,918,7897,203,49317
Missouri,MO,2009,765617,266711,644923,107175,92068,69134,301,17731,29,4874
Mississippi,MS,2009,141675,371245,399814,115033,56832,56058,763,0,12,0
Montana,MT,2009,172812,76635,182759,0,116456,15359,275,92778,31,8012
North Carolina,NC,2009,678673,252729,800208,427226,179903,128262,826,50471,343,0
North Dakota,ND,2009,423267,51921,127395,0,64260,19798,804,14398,4,29256
Nebraska,NE,2009,249593,165418,216122,98682,86963,77950,1021,4233,25,3735
New Hampshire,NH,2009,32844,62049,154191,92214,49904,32801,25,16402,68,610
New Jersey,NJ,2009,59563,638324,1031174,359036,66404,62139,398,313,3350,204
New Mexico,NM,2009,306162,247947,226849,0,33262,14996,317,2645,208,15096
Nevada,NV,2009,83812,284007,237449,0,54242,10066,17323,24015,2837,0
New York,NY,2009,155965,1166614,1385199,454806,409748,115680,950,269523,1475,22119
Ohio,OH,2009,1267267,770759,1125256,159040,114672,106259,2875,5151,249,138
Oklahoma,OK,2009,373271,681062,505025,0,92578,31525,21,34673,25,26334
Oregon,OR,2009,33150,254837,348855,0,423055,64331,1061,322407,1392,33864
Pennsylvania,PA,2009,1223937,839453,1245857,808770,165871,126668,1790,26185,738,10490
Rhode Island,RI,2009,0,94877,91643,0,7420,7292,17,46,64,0
South Carolina,SC,2009,371981,197419,513688,545434,121866,98518,554,22760,35,0
South Dakota,SD,2009,37480,66317,115138,0,106123,57173,1576,43261,5,4109
Tennessee,TN,2009,477713,223019,655987,281996,192436,92046,182,99669,34,505
Texas,TX,2009,1497854,3481133,5061252,434024,352951,144778,2057,10040,622,195455
Utah,UT,2009,364994,223646,264893,0,20365,7108,3490,8152,58,1557
Virginia,VA,2009,334605,330369,812023,295072,144885,128594,1392,14431,467,0
Vermont,VT,2009,0,8679,84509,56067,34194,19457,25,14502,97,113
Washington,WA,2009,84048,319739,732873,69385,853813,106097,902,711823,123,34867
Wisconsin,WI,2009,425941,392485,518793,132653,153703,129045,525,13605,260,10267
West Virginia,WV,2009,742922,118643,191823,0,50902,27520,27,16064,44,7246
Wyoming,WY,2009,473912,147220,163883,0,35036,3280,591,9434,4,21728
United States,US,2009,19691342,23421003,34801119,8355220,7608304,3939989,200185,2668824,78178,721129
Alaska,AK,2010,14548,334978,288897,0,17148,2888,153,13982,3,123
Alabama,AL,2010,718684,544405,521296,396557,266140,181015,138,84919,68,0
Arkansas,AR,2010,293689,274774,340548,157017,138625,102074,773,35697,80,0
Arizona,AZ,2010,457909,336208,498744,326102,101344,30566,339,64606,4518,1316
California,CA,2010,54972,2325411,3360115,336562,837498,291057,124981,326152,36006,59303
Colorado,CO,2010,382623,505628,482742,0,81844,30241,721,15398,1808,33676
Connecticut,CT,2010,28711,203814,329595,175074,43544,38576,20,3811,1137,0
District of Columbia,DC,2010,71,33717,24147,0,1123,1038,6,0,80,0
Delaware,DE,2010,30253,56086,84903,0,7755,7192,414,0,125,25
Florida,FL,2010,637416,1180462,1675076,250178,289754,253868,9516,1731,24638,0
Georgia,GA,2010,767906,540943,1016399,350268,247703,214608,300,32407,388,0
Hawaii,HI,2010,17117,161,241637,0,18210,10700,1964,687,2311,2547
Iowa,IA,2010,493794,278751,414623,46518,341273,241354,1170,9250,33,89466
Idaho,ID,2010,8527,85075,157574,0,132007,36250,2120,89309,29,4300
Illinois,IL,2010,1069037,962240,1185989,1005374,205653,157796,1965,1157,1286,43450
Indiana,IN,2010,1449371,577423,741675,0,140945,103352,4408,4426,134,28625
Kansas,KS,2010,359908,280413,354484,99876,75325,41042,906,129,28,33220
Kentucky,KY,2010,1009823,239057,633866,0,84675,56892,2544,25173,67,0
Louisiana,LA,2010,259750,1482948,2048654,194818,134481,121842,1708,10817,113,0
Massachusetts,MA,2010,83850,447428,575894,61853,75296,63913,764,9720,683,215
Maryland,MD,2010,266067,217625,479212,146265,71897,54853,548,16267,214,15
Maine,ME,2010,2279,80988,193846,0,163928,121675,70,37174,139,4870
Michigan,MI,2010,749285,758696,786766,309636,159811,138731,4898,12200,466,3515
Minnesota,MN,2010,315438,427186,592061,140873,228195,171985,1035,8199,229,46748
Missouri,MO,2010,801625,282123,634295,94027,101619,77198,339,15018,35,9029
Mississippi,MS,2010,148463,444875,405151,100791,75384,74515,855,0,13,0
Montana,MT,2010,203339,72888,170851,0,117221,15984,279,91849,33,9075
North Carolina,NC,2010,749091,308710,814829,425810,189835,142071,931,46405,429,0
North Dakota,ND,2010,409684,64263,148252,0,86825,26035,906,19923,4,39957
Nebraska,NE,2010,254552,169608,241883,115540,129192,111082,1151,12818,28,4114
New Hampshire,NH,2010,33827,62612,146375,114032,51207,35943,28,14415,83,738
New Jersey,NJ,2010,71961,671005,1042642,342526,74234,68576,448,177,4910,123
New Mexico,NM,2010,267474,246201,224217,0,40278,19579,324,2117,383,17875
Nevada,NV,2010,80228,267808,230731,0,56467,10413,21631,21047,3376,0
New York,NY,2010,167094,1224484,1337969,437620,406281,129646,1070,248502,1735,25328
Ohio,OH,2010,1355137,810593,1134676,165192,128705,120718,3241,4186,438,123
Oklahoma,OK,2010,346047,697351,526643,0,108361,43757,23,27403,26,37152
Oregon,OR,2010,42556,242914,341322,0,406879,67983,1114,297970,1569,38244
Pennsylvania,PA,2010,1310670,909259,1239353,813462,191415,147121,2018,22753,1435,18088
Rhode Island,RI,2010,0,95710,88875,0,7179,7029,20,36,64,30
South Carolina,SC,2010,404966,225961,494761,543379,134412,110565,624,23185,38,0
South Dakota,SD,2010,39061,72926,114065,0,130843,64631,1716,51110,5,13383
Tennessee,TN,2010,515464,263365,680759,289930,177753,97710,205,79392,50,396
Texas,TX,2010,1568060,3689581,5515629,432036,461084,189495,2316,12310,854,256109
Utah,UT,2010,356148,229078,263917,0,22772,8090,3449,6785,81,4368
Virginia,VA,2010,346161,385768,804782,277729,143772,127061,1569,14636,507,0
Vermont,VT,2010,0,8501,81859,49986,34817,21407,28,13140,107,136
Washington,WA,2010,94934,294871,726347,96588,839887,126209,1013,666221,155,46289
Wisconsin,WI,2010,458442,376627,525447,138812,188117,156008,592,20603,294,10619
West Virginia,WV,2010,848129,121780,204033,0,52218,29639,31,13340,46,9163
Wyoming,WY,2010,484239,154759,167578,0,45927,3658,598,9989,6,31676
United States,US,2010,20828382,24568039,35335982,8434433,8266858,4505629,207979,2538541,91282,923427
Alaska,AK,2011,15481,339819,283814,0,16702,3299,214,13066,3,121
Alabama,AL,2011,651032,609288,521292,411822,279972,193453,135,86313,71,0
Arkansas,AR,2011,306119,288906,336110,148531,135135,105562,750,28738,85,0
Arizona,AZ,2011,459909,293134,501158,327292,129780,30212,345,89135,7604,2483
California,CA,2011,55264,2196252,3297486,383644,947812,293099,124092,413488,41816,75317
Colorado,CO,2011,368871,477208,460071,0,107003,32636,741,20235,2865,50526
Connecticut,CT,2011,6081,236016,315235,166669,43378,36656,19,5513,1189,0
District of Columbia,DC,2011,48,33389,22252,0,1310,1048,59,0,203,0
Delaware,DE,2011,17881,81710,101870,0,7862,7031,401,0,383,47
Florida,FL,2011,552730,1235953,1571420,230369,288653,251217,9799,1769,25868,0
Georgia,GA,2011,634756,531596,977455,338052,248170,221061,291,26282,536,0
Hawaii,HI,2011,16080,158,248886,0,20457,11187,2183,905,2870,3311
Iowa,IA,2011,463138,277576,413587,54572,348928,234495,1359,8991,34,104050
Idaho,ID,2011,7846,83947,156231,0,177400,32271,2164,130241,29,12696
Illinois,IL,2011,1052224,986310,1152757,1002694,221586,156627,1905,1365,1322,60367
Indiana,IN,2011,1333442,635117,739728,0,153234,112675,4499,3972,168,31921
Kansas,KS,2011,346521,285318,335019,76585,81059,43738,1005,143,29,36143
Kentucky,KY,2011,1010623,229048,614823,0,90831,59195,2700,28850,86,0
Louisiana,LA,2011,269993,1535704,2019073,173859,135148,122947,1891,10144,165,0
Massachusetts,MA,2011,42963,464018,565693,53212,77285,63502,962,11161,1063,596
Maryland,MD,2011,241190,199132,459937,150655,80337,51871,532,24748,556,2630
Maine,ME,2011,1542,75061,191347,0,166773,121039,68,38660,141,6866
Michigan,MI,2011,691150,787337,764328,344155,176562,153283,5088,13188,568,4435
Minnesota,MN,2011,315604,424958,582607,125134,241815,167972,1003,7250,243,65347
Missouri,MO,2011,825650,275308,613911,98062,96885,73544,329,11515,49,11448
Mississippi,MS,2011,107546,437873,397965,108164,76322,75231,1074,0,17,0
Montana,MT,2011,165687,79470,177513,0,143495,8386,403,122382,32,12292
North Carolina,NC,2011,624783,311189,772239,424073,188554,149240,903,37828,582,0
North Dakota,ND,2011,394771,72247,184855,0,106199,29258,1001,25068,4,50869
Nebraska,NE,2011,285384,173657,229973,72549,146181,119032,1195,15713,31,10210
New Hampshire,NH,2011,24489,72778,146117,87508,52028,35670,27,15592,96,642
New Jersey,NJ,2011,49592,677521,1080335,351658,74587,65958,435,237,7854,102
New Mexico,NM,2011,284737,251838,231260,0,43726,19232,442,1892,1712,20447
Nevada,NV,2011,62701,255970,212085,0,58071,10111,22419,21284,4257,0
New York,NY,2011,125181,1247757,1239914,446761,441037,138123,1283,272019,2134,27478
Ohio,OH,2011,1222606,848771,1111093,155806,137227,127635,3372,3728,564,1928
Oklahoma,OK,2011,378320,676910,518059,0,114751,45595,23,14641,31,54461
Oregon,OR,2011,35135,203607,331018,0,527092,66585,1286,411131,1692,46398
Pennsylvania,PA,2011,1212984,1000507,1184087,796798,216973,163546,2180,31258,2552,17435
Rhode Island,RI,2011,0,102465,82762,0,6905,6573,127,72,105,28
South Carolina,SC,2011,366160,235465,477684,553573,135880,120127,605,15100,47,0
South Dakota,SD,2011,32112,73973,112203,0,155713,63616,1962,64205,5,25925
Tennessee,TN,2011,481127,267929,674674,281682,193627,99820,199,93037,55,516
Texas,TX,2011,1695239,3800578,5498614,414881,529219,223176,2488,5471,1280,296805
Utah,UT,2011,346181,230672,283239,0,31285,9627,4027,11952,113,5565
Virginia,VA,2011,288348,383436,760806,267334,136051,121982,1764,11760,545,0
Vermont,VT,2011,0,8677,80297,51351,33021,18657,27,13843,173,322
Washington,WA,2011,56951,272261,712159,50293,1080057,125648,1262,892101,201,60845
Wisconsin,WI,2011,447370,399247,511809,120962,186278,152971,574,20859,334,11540
West Virginia,WV,2011,822645,124935,199927,0,53543,28625,30,14118,57,10712
Wyoming,WY,2011,467671,161776,169355,0,61745,4371,670,11890,6,44809
United States,US,2011,19663856,24953771,34626132,8268698,9203643,4608415,212311,3102852,112429,1167636
Alaska,AK,2012,15521,347228,270593,0,17831,2298,186,14988,3,356
Alabama,AL,2012,547004,677380,513205,427975,265964,194992,141,70754,78,0
Arkansas,AR,2012,296732,300572,318511,162353,125379,103550,808,20921,100,0
Arizona,AZ,2012,420570,339043,489375,334636,114962,27543,345,63918,18096,5059
California,CA,2012,43832,2456371,3185644,193939,811515,288129,121269,255384,53911,92821
Colorado,CO,2012,370085,456471,456483,0,107298,31608,759,14247,3886,56798
Connecticut,CT,2012,9290,236260,298610,178959,38997,34711,21,2970,1295,0
District of Columbia,DC,2012,77,29389,19385,0,1094,832,22,0,240,0
Delaware,DE,2012,17384,104421,99222,0,7140,6068,430,0,607,35
Florida,FL,2012,482984,1348390,1498038,187259,287384,248455,10056,1432,27441,0
Georgia,GA,2012,435546,624338,887725,355674,238737,216392,315,21281,750,0
Hawaii,HI,2012,16572,187,239694,0,21540,10026,2491,1090,4333,3599
Iowa,IA,2012,422595,266283,391119,45552,362547,220393,1281,7291,48,133533
Idaho,ID,2012,5186,90339,152573,0,156129,31770,2213,104109,47,17991
Illinois,IL,2012,969294,939024,1115020,1010189,230437,152243,2042,1058,1565,73528
Indiana,IN,2012,1193465,654528,710049,0,148545,109041,4647,4125,185,30547
Kansas,KS,2012,307585,268086,333858,86818,91138,40586,974,99,39,49439
Kentucky,KY,2012,909705,232701,598679,0,80760,55480,2712,22475,93,0
Louisiana,LA,2012,238811,1585876,1868341,164092,130798,122167,1842,6470,319,0
Massachusetts,MA,2012,24036,430920,526790,61402,73317,60395,859,8683,2526,853
Maryland,MD,2012,192334,216558,447633,142297,71426,50600,570,15764,1432,3061
Maine,ME,2012,1299,70451,172727,0,162610,118384,72,35519,194,8440
Michigan,MI,2012,621633,804084,749976,293619,179189,150990,5193,11484,752,10769
Minnesota,MN,2012,257875,430277,586331,125159,246678,162160,1075,5339,299,77805
