Actual CO2_emissions,Predicted CO2 emissions
1.8115750058705933,1.8187901269095335
1.8228216453031045,1.8798438412450658
1.7930916001765802,1.8138471160550642
1.8494194137968993,1.8241137083796426
1.507855871695831,1.574602292171452
1.557507201905658,1.622770553959831
1.6848453616444126,1.7233014708030643
1.6875289612146342,1.6131896592744788
2.419625360887743,2.3220854271979627
2.0086001717619175,1.9818316849981708
2.1126050015345745,2.1850175195889356
2.2837533833325265,2.2547756815730784
1.7701152947871017,1.5708972707378273
1.8020892578817327,1.8049400012836516
2.149834696715785,2.005096850112209
2.368658712392227,2.300115666332597
2.329397879361043,2.4243040738411468
2.124178055474675,2.08299242777289
2.2092468487533736,2.108891057693051
1.9818186071706636,1.9710480133649178
1.7259116322950483,1.5005166655637971
1.9020028913507294,1.8790801941860407
1.503790683057181,1.5304602009855177
2.198931869932209,2.1845475776998393
2.0895518828864543,2.1802236817527163
1.1903316981702914,1.3320162600462249
1.7888751157754168,1.8684141670322303
1.6127838567197355,1.7988680488984752
2.3641756327706194,2.3059146254856406
1.0253058652647702,0.7786200704357302
1.7853298350107671,1.7846176490337058
0.7403626894942439,0.4959481626087854
2.2375437381428744,2.301314383428209
2.156851901070011,2.063814912262858
2.298197867109815,2.348695531454416
1.4857214264815801,1.537753398015016
1.9781805169374138,1.9729960118833585
2.011993114659257,2.005735494160043
2.4149733479708178,2.315835742054068
1.841984804590114,1.8825383424611326
2.4409090820652177,2.3263061221143184
2.8180938691466357,2.8931911552610297
2.2135177569963047,2.1456168625283905
1.887054378050957,1.9095885751900097
1.8721562727482928,1.8606767385172764
1.7109631189952756,1.480356565907619
1.7474118078864234,1.7437298924266882
2.143327129992046,2.074390104505836
1.9740509027928774,2.009531599026121
2.249442961442582,2.1343427854881156
2.262213705476417,2.1508179409186496
1.1931245983544616,1.4405177298146032
2.2805783703680764,2.2774872104609605
2.425697213362591,2.346427333545984
2.1061908972634154,2.0077881202991934
1.3242824552976926,1.463156647566028
1.8898617212581883,1.8457460612215373
0.8325089127062363,0.9214714285946819
2.3236645356081,2.162843747170122
1.930949031167523,1.9257363626800874
2.0870712059065353,2.055301647958289
2.0170333392987803,2.056055320516415
1.8970770032094204,1.947696621417622
1.8943160626844384,1.987934615623482
2.0484418035504044,1.7358729616870656
1.1986570869544226,1.2225704865130549
1.8555191556678001,1.8577173367059157
1.8762178405916423,1.9229385153353977
2.385963570600697,2.312549821684076
1.7972675408307164,1.7915669301511974
1.657055852857104,1.7371669994650913
1.9474337218870508,1.9921820178152565
1.187520720836463,1.3073007195304451
1.8756399370041683,1.8507760241810356
1.8375884382355112,1.7928576035394084
1.6253124509616739,1.6520047047693094
1.9890046156985368,2.033646223552169
1.810232517995084,1.6577001888415106
2.2052043639481447,2.1724779121588815
1.8027737252919758,1.6244356859380131
2.2984163800612945,2.420207194221903
0.7993405494535817,0.8815529778402209
1.8645110810583918,1.8580520056537555
1.9360107957152095,1.9800953032090405
1.7218106152125465,1.8040057354816055
1.6222140229662954,1.682623927583971
1.5403294747908738,1.694811912497002
1.0718820073061255,1.1579161818604349
1.110589710299249,1.2107777300188434
1.9938769149412112,2.0263096389393045
1.9237619608287002,1.9082298981627295
1.8075350280688534,1.822168679124772
1.513217600067939,1.5294927952261803
1.0530784434834197,0.7920227858254001
1.8981764834976764,1.979174934407931
1.9585638832219674,1.9473490081219316
1.089905111439398,1.211809766056045
1.5550944485783191,1.7302315572936475
1.711807229041191,1.4956060772435933
2.1883659260631485,2.0469793876473306
1.841359470454855,1.8636377959751584
1.2695129442179163,1.4348098041699422
1.7853298350107671,1.8335649539319752
1.8970770032094204,1.8833161221278294
1.9100905455940682,1.874985865743275
1.792391689498254,1.820147125014267
2.5597869682005565,2.626710591254869
1.92272545799326,2.0011905734397404
2.0941215958405612,2.0602218010295896
1.4955443375464486,1.5517223258331825
2.0542299098633974,2.0813040619080843
1.890979596989689,1.866603246613911
1.866287339084195,1.8964446748605033
1.1553360374650619,1.3207494867634284
1.6730209071288962,1.6233351624332606
1.24551266781415,1.371224158103673
1.7275412570285564,1.7331677054837709
1.8836614351536176,1.8324079755298222
1.8109042806687004,1.6052505530540735
2.0644579892269186,1.7698252724364378
1.7817553746524688,1.8410876576132544
2.015778756389041,1.9994261265409108
1.6364878963533653,1.6327798726109934
1.8488047010518038,1.9274671955952725
1.8585371975696392,1.9187916631447282
1.506505032404872,1.538152376625714
2.2837533833325265,2.2573492299739772
1.7831886910752577,1.7983487159073492
1.8055008581584002,1.82959758202057
1.1643528557844371,1.3411386940983347
2.09377178149873,1.9974871330447392
2.123524980942732,2.0095686743408967
1.8369567370595505,1.956027854210312
2.3690302218091532,2.1633712349314855
2.3935752032695876,2.307579690710022
2.055378331375,1.767064417970773
2.318272080211627,2.4286087051428034
2.1119342763326814,2.0269363597241803
1.8109042806687004,1.638029494875056
1.7737864449811935,1.8424593450118705
2.1583624920952498,2.0514971205403043
2.210318519826232,2.118530542257404
1.8573324964312685,1.9311369659593574
1.5954962218255742,1.7928347499354818
1.0934216851622351,1.1748356045310953
2.1212314551496214,2.080228903010693
1.1958996524092338,1.4442806449285155
1.7958800173440752,1.8330301266079791
2.3404441148401185,2.1943900736916957
1.8543060418010806,1.9187541843768692
1.5809249756756194,1.7121156559403357
1.890979596989689,1.8243054626780797
2.3527611917238307,2.2817230311288315
1.212187604403958,1.376672132870254
2.187238619831479,2.045324090678994
1.615950051656401,1.6778762320697016
2.0519239160461065,2.027262626811762
1.0374264979406236,0.7838826959650476
1.376576957056512,1.4773822141070143
1.739572344450092,1.5148023137397857
1.9628426812012425,1.9954778114052738
2.557025722386383,2.518495316515722
2.173186268412274,2.0218009271340414
2.2232362731029975,2.1122436407346603
2.539828558377898,2.625939615844384
1.8561244442423004,1.8975705388516007
2.367169488534681,2.2902292223991108
