Actual tempc,Predicted tempc
16.87037037037037,17.66015625
15.847222222222221,16.33984375
15.36574074074074,16.375
15.064814814814815,15.02734375
7.1342592592592595,7.96875
9.245370370370368,9.859375
12.685185185185185,13.47265625
21.74537037037037,22.0625
17.337962962962962,17.9140625
6.240740740740741,6.671875
10.537037037037038,11.6484375
10.277777777777779,11.4375
8.38888888888889,9.3515625
12.037037037037035,13.015625
12.486111111111107,13.6953125
18.912037037037038,19.65234375
4.337962962962961,5.5859375
12.245370370370367,13.08203125
8.532407407407408,9.37109375
6.407407407407407,7.44921875
4.759259259259257,5.61328125
17.171296296296294,17.9140625
12.046296296296294,13.10546875
5.675925925925927,5.96875
9.24074074074074,9.91015625
10.32407407407407,10.5625
5.7222222222222205,6.8203125
11.138888888888893,12.046875
11.611111111111107,12.53515625
6.847222222222222,7.94921875
14.495370370370376,15.30078125
4.828703703703706,5.21875
9.96759259259259,11.01171875
14.851851851851855,15.86328125
8.754629629629628,8.8359375
8.870370370370372,9.79296875
9.689814814814817,10.46875
16.75462962962963,17.47265625
7.1064814814814845,7.81640625
13.800925925925927,14.7734375
17.73611111111111,18.8671875
8.99074074074074,9.63671875
5.0370370370370345,6.2578125
12.5,13.38671875
8.393518518518519,8.484375
10.546296296296298,11.48828125
5.912037037037036,6.82421875
5.1111111111111125,5.8828125
18.402777777777786,17.66015625
15.152777777777779,16.33984375
17.27777777777778,16.375
13.726851851851855,15.02734375
7.916666666666668,7.96875
10.88425925925926,9.859375
14.11574074074074,13.47265625
22.49537037037037,22.0625
18.717592592592585,17.9140625
6.84722222222222,6.671875
12.898148148148149,11.6484375
12.749999999999995,11.4375
10.509259259259258,9.3515625
13.50925925925926,13.015625
14.546296296296294,13.6953125
20.35648148148148,19.65234375
6.38425925925926,5.5859375
13.893518518518515,13.08203125
10.203703703703702,9.37109375
9.027777777777779,7.44921875
7.171296296296295,5.61328125
18.805555555555557,17.9140625
13.981481481481481,13.10546875
6.583333333333334,5.96875
10.337962962962962,9.91015625
9.550925925925924,10.5625
7.763888888888887,6.8203125
12.86574074074074,12.046875
12.324074074074074,12.53515625
9.078703703703702,7.94921875
16.01388888888889,15.30078125
6.22222222222222,5.21875
12.273148148148149,11.01171875
16.717592592592595,15.86328125
8.782407407407408,8.8359375
10.972222222222221,9.79296875
11.120370370370367,10.46875
18.166666666666668,17.47265625
8.555555555555555,7.81640625
15.643518518518515,14.7734375
19.453703703703702,18.8671875
9.050925925925924,9.63671875
7.319444444444442,6.2578125
14.134259259259258,13.38671875
9.222222222222221,8.484375
12.347222222222221,11.48828125
8.500000000000004,6.82421875
5.856481481481483,5.8828125
17.85648148148148,17.66015625
15.99074074074074,16.33984375
16.75,16.375
14.421296296296294,15.02734375
8.13425925925926,7.96875
10.472222222222221,9.859375
13.61574074074074,13.47265625
21.759259259259267,22.0625
18.050925925925924,17.9140625
6.435185185185188,6.671875
11.962962962962965,11.6484375
11.78240740740741,11.4375
9.810185185185183,9.3515625
13.328703703703706,13.015625
14.032407407407408,13.6953125
19.916666666666664,19.65234375
6.555555555555554,5.5859375
13.171296296296294,13.08203125
9.879629629629628,9.37109375
7.981481481481483,7.44921875
6.495370370370373,5.61328125
18.342592592592585,17.9140625
13.537037037037035,13.10546875
6.6898148148148175,5.96875
10.541666666666666,9.91015625
10.319444444444443,10.5625
7.439814814814812,6.8203125
12.268518518518519,12.046875
12.40740740740741,12.53515625
8.273148148148147,7.94921875
15.370370370370367,15.30078125
6.087962962962965,5.21875
11.287037037037035,11.01171875
16.300925925925927,15.86328125
8.439814814814811,8.8359375
9.995370370370372,9.79296875
