Actual tempc,Predicted tempc
15.476851851851855,11.860864390293889
18.19907407407407,12.582839846666866
13.981481481481481,10.363269321008604
9.939814814814817,9.613195461018499
5.504629629629629,9.311485389145783
9.356481481481485,9.208801745125294
13.069444444444445,10.510143122733762
10.916666666666664,10.382312068110842
10.351851851851851,11.95480250625775
8.500000000000004,11.750115520645668
11.990740740740742,12.898773049646968
7.800925925925927,13.544294341256581
5.1111111111111125,8.831021485096258
10.333333333333334,9.70235883647195
17.17592592592593,13.192853793047316
11.222222222222221,13.602808530604463
19.657407407407405,16.590116237691536
18.379629629629623,14.391665564926974
18.050925925925924,13.867126577546928
7.8842592592592595,11.080551639611212
5.777777777777778,9.050273048891702
9.24074074074074,10.7908440152024
6.472222222222222,9.620690444707833
8.287037037037035,2.4258494751427566
11.138888888888893,13.033300559724095
6.689814814814812,9.738380955899906
17.89814814814815,12.895910403826115
9.138888888888893,9.813685973745967
10.953703703703704,13.90434662654445
11.597222222222221,9.377085552496489
8.99074074074074,9.669264676182031
7.6944444444444455,9.684132189746007
7.231481481481483,6.248441920257468
16.01388888888889,13.612436417068837
7.587962962962963,7.857667540293551
7.013888888888888,9.430443222627844
3.6898148148148144,11.09508219092577
16.439814814814817,11.481907099427097
12.273148148148149,12.122737148542221
18.370370370370367,14.359944925157214
8.870370370370372,15.46361267604224
18.39351851851852,13.987888379685728
17.453703703703702,14.29532117700515
15.152777777777779,11.884515437457482
18.166666666666668,13.304456972922686
5.041666666666668,8.996985444611619
12.564814814814815,9.976671189862587
12.5,11.172821964408321
16.157407407407412,12.143872875662051
12.208333333333336,10.9206986378677
12.347222222222221,11.211401718328133
5.847222222222222,9.719650634499349
7.6342592592592595,13.900128133908698
11.504629629629624,12.021263690851644
14.75,10.803575260915437
5.833333333333332,10.350973159009612
10.509259259259258,11.153640625387812
5.458333333333335,9.849210512396752
11.703703703703706,10.379555060383474
8.333333333333334,9.176740118130922
15.162037037037035,12.092147209160238
13.25925925925926,12.599649401697516
12.75925925925926,10.664848447895727
8.26388888888889,10.132749561582992
10.995370370370367,8.635705166700456
13.504629629629633,9.042382573433276
12.560185185185185,9.867601272642977
13.893518518518515,11.09652189302376
10.509259259259258,13.254891527089335
9.347222222222225,9.77952476129771
13.060185185185185,11.096254558201025
16.208333333333332,12.011627573357078
12.685185185185185,9.294710020637503
11.986111111111116,10.37415033117
15.356481481481481,11.579045249436941
10.541666666666666,10.451554966257548
8.060185185185182,9.722519029447131
