Actual tempc3,Predicted tempc3
15.476851851851855,16.2578125
18.19907407407407,17.93359375
13.981481481481481,13.12109375
9.939814814814817,9.61328125
5.504629629629629,5.83984375
9.356481481481485,10.0234375
13.069444444444445,12.546875
10.916666666666664,9.78515625
10.351851851851851,11.0234375
8.500000000000004,6.375
11.990740740740742,12.09765625
7.800925925925927,7.515625
5.1111111111111125,5.97265625
10.333333333333334,9.61328125
17.17592592592593,17.6171875
11.222222222222221,11.6640625
19.657407407407405,19.65625
18.379629629629623,18.00390625
18.050925925925924,18.00390625
7.8842592592592595,6.375
5.777777777777778,5.1015625
9.24074074074074,9.10546875
6.472222222222222,5.83984375
8.287037037037035,7.94921875
11.138888888888893,12.09765625
6.689814814814812,8.015625
17.89814814814815,17.93359375
9.138888888888893,8.765625
10.953703703703704,11.6640625
11.597222222222221,10.50390625
8.99074074074074,9.61328125
7.6944444444444455,6.15625
7.231481481481483,7.94921875
16.01388888888889,15.2421875
7.587962962962963,7.94921875
7.013888888888888,5.83984375
3.6898148148148144,5.71875
16.439814814814817,16.30078125
12.273148148148149,11.0234375
18.370370370370367,17.28125
8.870370370370372,9.8671875
18.39351851851852,18.94921875
17.453703703703702,18.00390625
15.152777777777779,16.30078125
18.166666666666668,17.28125
5.041666666666668,5.1015625
12.564814814814815,12.546875
12.5,13.09375
16.157407407407412,16.30078125
12.208333333333336,11.203125
12.347222222222221,11.203125
5.847222222222222,6.71484375
7.6342592592592595,7.515625
11.504629629629624,11.0234375
14.75,13.09375
5.833333333333332,6.7734375
10.509259259259258,9.10546875
5.458333333333335,6.15625
11.703703703703706,11.203125
8.333333333333334,7.9375
15.162037037037035,14.8125
13.25925925925926,12.09765625
12.75925925925926,13.12109375
8.26388888888889,8.625
10.995370370370367,11.61328125
13.504629629629633,13.546875
12.560185185185185,13.03515625
13.893518518518515,13.03515625
10.509259259259258,11.6640625
9.347222222222225,9.61328125
13.060185185185185,12.546875
16.208333333333332,16.30078125
12.685185185185185,13.546875
11.986111111111116,13.12109375
15.356481481481481,16.2578125
10.541666666666666,9.78515625
8.060185185185182,7.9375
6.138888888888888,5.97265625
7.5648148148148175,7.515625
5.856481481481483,5.97265625
19.25462962962963,19.65625
7.319444444444442,6.15625
12.0,13.12109375
17.24074074074074,16.30078125
13.712962962962965,13.03515625
10.472222222222221,10.0234375
11.310185185185185,10.65625
9.703703703703702,10.50390625
13.564814814814813,13.546875
15.537037037037035,14.8125
16.98148148148148,17.28125
13.500000000000005,13.12109375
6.296296296296298,5.83984375
9.875,10.50390625
8.231481481481481,8.625
8.550925925925926,6.375
14.124999999999998,13.546875
8.754629629629628,8.765625
6.574074074074073,5.1015625
14.287037037037035,13.5234375
18.208333333333336,17.93359375
6.8101851851851825,6.71484375
14.162037037037035,13.03515625
9.810185185185183,9.10546875
16.800925925925927,17.28125
10.523148148148149,9.61328125
14.421296296296294,14.875
9.63425925925926,9.484375
12.750000000000002,13.390625
6.6898148148148175,5.83984375
11.078703703703704,12.09765625
17.439814814814813,17.28125
17.916666666666668,17.28125
6.77777777777778,6.7734375
8.717592592592592,9.78515625
6.009259259259258,5.59765625
12.041666666666664,12.546875
10.0,9.10546875
6.208333333333332,5.97265625
11.828703703703706,11.61328125
13.023148148148149,13.03515625
7.773148148148147,6.375
10.185185185185189,9.78515625
8.745370370370372,9.484375
12.245370370370367,13.03515625
7.143518518518517,5.83984375
6.407407407407407,7.515625
16.64351851851852,16.2578125
9.763888888888893,9.484375
8.106481481481483,6.7734375
14.402777777777779,13.5234375
12.004629629629633,13.09375
7.513888888888887,8.625
11.824074074074073,11.203125
9.449074074074073,9.8671875
11.532407407407408,11.61328125
19.245370370370367,19.65625
15.773148148148145,15.2421875
5.782407407407407,5.97265625
13.291666666666664,13.03515625
15.009259259259258,15.2421875
17.745370370370367,18.00390625
13.287037037037035,13.12109375
8.726851851851855,8.765625
10.606481481481485,10.50390625
12.953703703703706,13.09375
6.800925925925927,6.71484375
11.986111111111116,13.03515625
12.749999999999995,11.203125
12.037037037037035,13.12109375
10.199074074074074,8.765625
9.592592592592592,9.10546875
11.86574074074074,11.6640625
7.185185185185183,6.7734375
13.78240740740741,13.5234375
10.629629629629628,10.0234375
14.134259259259258,13.390625
10.24074074074074,10.50390625
4.694444444444446,5.59765625
6.87037037037037,5.1015625
7.824074074074076,7.9375
15.976851851851851,14.875
18.000000000000004,17.6171875
17.976851851851855,18.00390625
15.064814814814815,14.875
18.25462962962964,17.28125
9.550925925925924,11.0234375
7.097222222222222,8.015625
15.953703703703706,15.2421875
14.546296296296294,13.5234375
9.226851851851851,9.484375
9.134259259259258,8.765625
13.967592592592592,13.546875
17.26851851851852,17.93359375
13.180555555555555,13.546875
15.36574074074074,16.2578125
18.388888888888886,18.94921875
10.337962962962962,9.78515625
16.467592592592588,15.81640625
15.064814814814815,14.875
7.430555555555554,6.375
21.865740740740748,21.8828125
3.6203703703703702,5.1015625
16.36111111111111,14.875
12.75925925925926,13.09375
6.208333333333332,5.83984375
16.662037037037038,16.2578125
11.231481481481485,11.203125
16.23611111111111,16.2578125
9.550925925925924,10.65625
18.342592592592585,17.93359375
15.879629629629633,16.2578125
8.671296296296298,9.61328125
5.032407407407409,5.97265625
6.453703703703704,6.7734375
19.916666666666664,19.65625
9.245370370370368,10.0234375
6.875,5.83984375
13.337962962962965,13.5234375
6.587962962962964,5.59765625
10.986111111111107,11.61328125
5.078703703703703,5.83984375
7.254629629629629,6.15625
12.412037037037035,13.5234375
18.060185185185187,17.28125
11.916666666666668,12.09765625
7.62962962962963,6.7734375
13.013888888888893,13.546875
17.337962962962962,18.00390625
10.388888888888893,9.78515625
18.717592592592585,18.00390625
12.555555555555555,13.12109375
7.6898148148148175,7.9375
11.074074074074074,10.65625
14.11574074074074,13.546875
13.25,13.03515625
8.365740740740742,8.625
11.120370370370367,10.50390625
10.222222222222221,9.61328125
19.57870370370371,19.65625
5.768518518518517,6.375
12.393518518518515,12.09765625
8.273148148148147,7.94921875
13.171296296296294,13.390625
12.888888888888893,13.09375
15.745370370370376,14.875
15.898148148148149,16.30078125
8.675925925925927,9.484375
7.944444444444442,8.015625
10.435185185185183,11.61328125
12.013888888888893,12.09765625
12.763888888888893,12.09765625
18.134259259259256,18.00390625
7.2592592592592595,6.375
6.4212962962962985,8.015625
17.83333333333333,17.28125
5.6898148148148175,5.1015625
8.537037037037038,7.515625
16.717592592592595,15.81640625
15.726851851851851,15.81640625
9.032407407407408,9.78515625
19.245370370370367,19.65625
9.064814814814811,7.9375
15.236111111111107,15.2421875
6.148148148148152,5.71875
10.004629629629628,9.78515625
14.236111111111107,14.8125
15.740740740740742,16.30078125
16.11111111111111,15.2421875
11.28240740740741,11.0234375
10.439814814814817,10.65625
17.27777777777778,16.2578125
17.199074074074076,18.00390625
4.958333333333332,5.97265625
9.625000000000002,10.50390625
17.439814814814813,18.00390625
16.967592592592595,16.2578125
7.4027777777777795,6.375
11.370370370370376,10.0234375
13.675925925925927,14.8125
4.921296296296297,5.59765625
8.995370370370372,9.10546875
18.25,18.94921875
10.449074074074076,9.78515625
