state_name,year,tempc,co2_emissions,population_thousands,rgdp_millions,pe_coal,pe_petroleum,pe_naturalgas,pe_nuclear,re_biomass,re_geothermal,re_hydropower,re_solar,re_wind,drought,flooding,freeze,severe_storm,tropical_cyclone,wildfire,winter_storm,state_abb,tempf,pe_totalrenew
New Hampshire,2000,6.106481481481483,17.6,1240,56720,44033,168959,26207,82617,24022,5,14559,34,0,0,0,0,0,0,0,0,NH,42.99166666666667,38620
New Jersey,2000,11.21759259259259,122.8,8431,473035,114734,1190347,617898,298041,40203,102,143,643,0,0,0,0,0,0,0,0,NJ,52.19166666666666,41091
New Mexico,2000,12.893518518518519,58.4,1821,71956,305513,231369,259018,0,7237,688,2256,430,0,1,0,0,0,0,1,0,NM,55.20833333333334,10611
Nevada,2000,10.824074074074074,45.7,2019,105344,199339,233204,194126,0,6761,15106,24783,478,0,0,0,0,0,0,0,0,NV,51.48333333333333,47128
New York,2000,7.152777777777778,212.6,19002,1088005,330844,1604698,1278811,328597,175442,310,254103,553,106,0,0,0,0,0,0,0,NY,44.875,430513
Ohio,2000,10.439814814814811,266.4,11364,508992,1428454,1251551,926922,175013,92101,778,5948,100,0,0,0,0,0,0,0,0,OH,50.79166666666666,98927
Oklahoma,2000,15.726851851851851,100.2,3454,124110,381089,511661,546706,0,24097,2,23227,63,0,1,0,0,0,0,0,0,OK,60.30833333333333,47389
Oregon,2000,8.592592592592592,41.1,3430,137802,38700,378765,230962,0,46934,763,388818,633,680,1,0,0,0,0,0,0,OR,47.46666666666667,437828
Pennsylvania,2000,9.166666666666666,277.5,12284,537224,1508091,1407638,727214,769361,90285,511,23363,437,100,0,0,0,0,0,0,0,PA,48.5,114696
Rhode Island,2000,9.703703703703702,11.8,1050,45246,52,97168,91787,0,4432,5,50,33,0,0,0,0,0,0,0,0,RI,49.46666666666667,4520
South Carolina,2000,16.800925925925927,81.3,4024,150501,432195,472260,165026,530708,76662,134,15643,23,0,1,0,0,0,0,0,1,SC,62.24166666666667,92462
South Dakota,2000,7.754629629629631,14.3,756,29407,50602,115982,38117,0,4693,442,58304,0,0,0,0,0,0,0,0,0,SD,45.95833333333334,63439
Tennessee,2000,14.444444444444445,127.9,5704,233153,705059,697006,280666,269327,55158,43,65248,53,0,1,0,0,0,0,0,1,TN,58.0,120501
Texas,2000,19.157407407407405,678.8,20944,998296,1548184,5767121,4550106,391670,86905,562,8456,547,5020,1,0,0,0,0,0,0,TX,66.48333333333333,101491
Utah,2000,10.120370370370372,65.4,2245,92508,403068,267708,173439,0,6658,2088,7611,44,0,0,0,0,0,0,0,0,UT,50.21666666666667,16401
Virginia,2000,12.722222222222221,123.7,7106,346160,506961,869435,277688,295361,109264,384,7263,136,0,0,0,0,0,0,0,1,VA,54.9,117047
Vermont,2000,5.458333333333335,6.8,610,23022,26,88067,10545,47432,8773,5,12456,29,125,0,0,0,0,0,0,0,VT,41.825,21389
Washington,2000,7.874999999999997,78.4,5911,312230,106240,835014,297569,89744,92090,341,818762,289,0,0,0,0,0,0,1,0,WA,46.175,911481
Wisconsin,2000,6.592592592592593,108.5,5374,233085,499233,600129,397553,120059,95095,129,20255,196,28,0,0,0,0,0,0,0,WI,43.86666666666667,115703
West Virginia,2000,10.986111111111107,115.4,1807,62052,977817,206488,157926,0,5621,8,11740,36,0,0,0,0,0,0,0,0,WV,51.775,17406
Wyoming,2000,5.856481481481482,63.5,494,27708,506147,145728,105975,0,1516,671,10314,2,2509,0,0,0,0,0,1,0,WY,42.54166666666666,15011
Alabama,2001,17.24074074074074,135.0,4468,156404,842337,534772,344004,317019,166334,65,86346,97,0,0,0,0,0,0,0,0,AL,63.03333333333333,252841
Arkansas,2001,16.23611111111111,63.3,2692,89923,273982,353382,231590,154356,66837,212,26331,642,0,0,0,0,1,0,0,0,AR,61.225,94022
Arizona,2001,16.222222222222218,89.2,5273,212656,424023,514052,244424,299966,10389,287,78774,3086,0,0,0,0,0,0,0,0,AZ,61.2,92536
California,2001,15.064814814814815,383.4,34479,1702776,67839,3585715,2513856,346911,164137,128077,263923,22960,36163,0,0,0,0,0,0,0,CA,59.11666666666667,615260
Colorado,2001,8.25,93.6,4426,236383,400028,453248,464062,0,13734,579,15445,212,503,0,0,0,1,0,0,0,CO,46.85,30472
Connecticut,2001,10.13425925925926,41.9,3433,220287,39991,418855,149344,161112,26652,5,2959,303,0,0,0,0,0,0,0,0,CT,50.24166666666667,29919
Delaware,2001,13.38425925925926,15.6,796,58882,38335,138478,51817,0,1208,100,0,17,0,0,0,0,0,0,0,0,DE,56.09166666666667,1325
Florida,2001,21.62962962962964,240.3,16357,658640,725890,1941855,569757,329825,127398,2444,1526,26770,0,0,0,0,0,1,0,0,FL,70.93333333333334,158138
Georgia,2001,17.745370370370367,162.3,8377,396875,772021,1011020,362643,351739,164912,101,26829,226,0,0,0,0,0,0,0,0,GA,63.94166666666666,192068
Iowa,2001,9.476851851851851,78.8,2932,120669,443921,381227,193445,40234,62586,338,8733,7,5041,0,0,0,1,0,0,0,IA,49.05833333333333,76705
Idaho,2001,6.800925925925927,15.7,1320,46062,11395,155395,81804,0,28446,1520,74637,2,0,0,0,0,0,0,0,0,ID,44.24166666666667,104604
Illinois,2001,11.86574074074074,225.3,12488,644181,983729,1230341,958425,964500,98666,474,1488,248,0,0,0,0,1,0,0,0,IL,53.35833333333333,100876
Indiana,2001,11.754629629629624,228.8,6128,258661,1569235,801895,505274,0,46107,1120,5897,35,0,0,0,0,1,0,0,0,IN,53.15833333333333,53158
Kansas,2001,13.287037037037035,72.0,2702,113853,354647,377245,273862,108050,9951,277,264,25,412,0,0,0,1,0,0,0,KS,55.91666666666666,10929
Kentucky,2001,13.662037037037035,146.8,4068,151921,1013055,627963,216705,0,13024,672,39839,4,0,0,0,0,1,0,0,0,KY,56.59166666666667,53539
Louisiana,2001,19.25462962962963,198.8,4478,209046,239990,1965937,1347228,181041,128005,502,7566,57,0,0,0,0,0,1,0,0,LA,66.65833333333333,136129
Massachusetts,2001,9.495370370370372,82.8,6398,362434,109014,739924,364097,53719,40335,240,7259,170,0,0,0,0,0,0,0,0,MA,49.09166666666667,48004
Maryland,2001,12.958333333333336,77.8,5375,260776,318851,566433,184783,142612,20873,132,12229,42,0,0,0,0,0,0,0,0,MD,55.325,33276
Maine,2001,5.916666666666666,22.6,1286,49419,7875,227875,101190,0,118708,6,27332,103,0,0,0,0,0,0,0,0,ME,42.65,146148
Michigan,2001,8.222222222222221,191.4,9991,423624,789703,980720,924496,278941,81423,1241,16139,219,3,0,0,0,1,0,0,0,MI,46.8,99025
Minnesota,2001,6.1388888888888875,95.2,4983,246058,353305,652093,344882,123113,89679,250,8593,257,9269,0,0,0,1,0,0,0,MN,43.05,108048
Missouri,2001,13.226851851851855,131.0,5641,244407,716378,722516,288586,87557,21557,82,11409,94,0,0,0,0,1,0,0,0,MO,55.80833333333334,33141
Mississippi,2001,17.61111111111111,70.4,2853,87200,198275,479661,340904,103635,55795,299,0,9,0,0,0,0,0,1,0,0,MS,63.7,56103
Montana,2001,6.472222222222222,31.9,907,31650,184401,156398,66483,0,12032,282,68337,3,0,0,0,0,0,0,0,0,MT,43.65,80654
North Carolina,2001,15.21759259259259,145.1,8210,361354,756311,900456,215600,394485,104714,225,26821,111,0,0,0,0,0,0,0,0,NC,59.39166666666666,131872
North Dakota,2001,5.689814814814817,52.4,639,25017,420001,137162,57334,0,5490,250,13764,1,0,0,0,0,0,0,0,0,ND,42.24166666666667,19505
Nebraska,2001,10.185185185185189,43.3,1720,78258,226691,215468,124051,91127,31405,353,11616,13,27,0,0,0,1,0,0,0,NE,50.33333333333334,43413
New Hampshire,2001,6.9861111111111125,17.1,1256,57433,40125,166694,24757,90778,19915,6,10236,31,0,0,0,0,0,0,0,0,NH,44.575,30187
New Jersey,2001,12.023148148148149,120.4,8493,476508,112207,1193427,573040,318190,29134,108,186,669,0,0,0,0,0,1,0,0,NJ,53.64166666666666,30097
New Mexico,2001,12.541666666666668,58.7,1832,72053,297096,238316,259626,0,4349,738,2452,371,0,0,0,0,0,0,0,0,NM,54.575,7911
Nevada,2001,10.86574074074074,45.1,2098,106657,188572,247451,181256,0,5926,13566,25974,539,0,0,0,0,0,0,0,0,NV,51.55833333333333,46006
New York,2001,8.296296296296296,207.1,19083,1112239,306993,1625732,1204885,421845,111573,328,238527,555,212,0,0,0,0,0,0,0,NY,46.93333333333333,351195
Ohio,2001,11.314814814814815,256.0,11387,501815,1362828,1257823,836825,161488,62169,840,5278,100,0,0,0,0,1,0,0,0,OH,52.36666666666667,68387
Oklahoma,2001,15.99074074074074,101.7,3467,128721,376112,581673,505220,0,24140,5,24228,53,0,0,0,0,1,0,0,0,OK,60.78333333333333,48426
Oregon,2001,8.768518518518517,40.9,3468,136688,43365,352498,235634,0,53076,861,295984,655,915,0,0,0,0,0,0,0,OR,47.78333333333333,351491
Pennsylvania,2001,9.96759259259259,264.8,12299,544791,1392203,1431355,668960,769971,79111,544,17049,408,115,0,0,0,1,1,0,0,PA,49.94166666666666,97228
Rhode Island,2001,10.606481481481485,12.4,1057,45918,50,99767,98571,0,3832,5,32,30,0,0,0,0,0,0,0,0,RI,51.09166666666667,3900
South Carolina,2001,17.384259259259256,79.1,4065,151105,414459,481022,147167,520792,57743,150,12663,22,0,0,0,0,0,0,0,0,SC,63.29166666666666,70578
South Dakota,2001,8.050925925925927,13.6,758,29746,44372,110286,37035,0,5135,479,35461,0,9,0,0,0,0,0,0,0,SD,46.49166666666667,41085
Tennessee,2001,14.583333333333336,125.9,5751,232723,687352,710393,265461,298424,66987,50,71778,50,0,0,0,0,0,0,0,0,TN,58.25,138865
Texas,2001,18.722222222222214,674.7,21320,1021889,1492977,5773604,4382935,398535,76311,639,12403,541,12271,0,0,0,1,1,0,0,TX,65.7,102165
Utah,2001,9.99074074074074,63.4,2284,93887,384453,260345,167582,0,4669,2165,5253,41,0,0,0,0,0,0,0,0,UT,49.98333333333333,12128
Virginia,2001,13.245370370370376,121.6,7198,358518,487601,888633,246406,269003,84593,442,10480,146,0,0,0,0,0,0,0,0,VA,55.84166666666667,95661
Vermont,2001,6.546296296296295,6.6,612,23714,50,89212,7909,43559,8044,6,9137,30,125,0,0,0,0,0,0,0,VT,43.78333333333333,17342
Washington,2001,8.26388888888889,78.4,5986,305055,99441,768387,322413,86159,94803,343,565565,263,0,0,0,0,0,0,0,0,WA,46.875,660975
Wisconsin,2001,7.4027777777777795,106.5,5407,236113,494043,603696,363022,120168,106139,143,21247,184,747,0,0,0,1,0,0,0,WI,45.325,128460
West Virginia,2001,11.495370370370367,104.8,1801,62017,866590,217958,150543,0,5286,10,9836,33,0,0,0,0,0,0,0,0,WV,52.69166666666666,15165
Wyoming,2001,6.22222222222222,63.9,495,29241,499817,156709,103990,0,1128,671,9084,2,3773,0,0,0,0,0,0,0,WY,43.2,14658
Alabama,2002,17.541666666666668,140.0,4480,160870,845999,562366,389965,332650,163686,67,89775,82,0,0,0,0,1,1,1,0,AL,63.575,253609
Arkansas,2002,15.879629629629633,61.9,2706,92885,255242,356282,247899,152024,72972,228,34953,500,0,0,0,0,1,0,0,0,AR,60.58333333333334,108652
Arizona,2002,16.208333333333332,88.6,5396,219311,406479,526176,255247,322260,9319,294,75557,2877,0,1,0,0,0,0,1,0,AZ,61.175,88046
California,2002,14.916666666666664,381.8,34872,1743651,70010,3704382,2318656,358707,171500,135221,316794,22418,38684,1,0,0,0,0,1,0,CA,58.85,684616
Colorado,2002,7.824074074074076,91.8,4490,236786,390480,434502,457708,0,12544,582,12299,205,1414,1,0,0,0,0,1,0,CO,46.08333333333334,27044
Connecticut,2002,10.25925925925926,40.3,3459,219959,34206,382283,181665,155777,24833,5,3409,365,0,0,0,0,0,0,0,0,CT,50.46666666666667,28612
Delaware,2002,13.976851851851851,15.4,806,56814,40536,134057,53782,0,1190,109,0,16,0,1,0,0,0,0,0,0,DE,57.15833333333333,1315
Florida,2002,21.82870370370371,243.7,16689,685304,719670,1892395,708638,351940,144188,2663,1873,25656,0,0,0,0,0,1,0,0,FL,71.29166666666667,174380
Georgia,2002,17.976851851851855,167.2,8508,400092,807121,1006589,393127,324827,255750,107,27627,231,0,1,0,0,2,0,1,0,GA,64.35833333333333,283715
Iowa,2002,9.537037037037038,79.6,2934,124097,441534,396593,194041,47761,65857,369,9628,6,9347,0,0,0,0,0,0,0,IA,49.16666666666666,85207
Idaho,2002,6.087962962962965,15.1,1340,47208,10194,160021,73482,0,22446,1530,89210,3,0,1,0,0,0,0,0,0,ID,42.95833333333334,113189
Illinois,2002,11.800925925925927,227.8,12526,647868,986832,1196049,1051213,948761,109431,517,1311,326,0,1,0,0,1,0,0,0,IL,53.24166666666667,111585
Indiana,2002,11.731481481481485,231.9,6156,265106,1547530,852562,538368,0,49889,1221,4184,38,0,1,0,0,1,0,0,0,IN,53.11666666666667,55332
Kansas,2002,12.879629629629633,77.2,2714,115552,391664,361909,307432,94413,14359,302,130,22,4748,1,0,0,1,0,0,0,KS,55.18333333333334,19560
Kentucky,2002,13.796296296296294,147.6,4090,155676,950941,683158,236124,0,23396,733,40944,4,0,1,0,0,2,0,0,0,KY,56.83333333333334,65077
Louisiana,2002,19.245370370370367,208.1,4497,213146,232109,1986027,1475464,180702,134453,544,9069,56,0,1,0,0,0,2,0,0,LA,66.64166666666667,144121
Massachusetts,2002,9.63425925925926,83.7,6417,364797,118358,711365,404456,60237,37475,261,8902,167,0,0,0,0,0,0,0,0,MA,49.34166666666667,46805
Maryland,2002,13.486111111111107,77.8,5440,270885,325834,544694,203489,126641,24043,144,16897,40,0,1,0,0,1,0,0,0,MD,56.275,41124
Maine,2002,5.388888888888888,24.1,1296,50633,8000,230101,126275,0,112129,7,28157,96,0,0,0,0,0,0,0,0,ME,41.7,140389
Michigan,2002,7.6342592592592595,190.8,10016,435250,739866,992007,984715,324615,80953,1352,16981,210,3,0,0,0,0,0,0,0,MI,45.74166666666667,99500
Minnesota,2002,5.578703703703702,97.8,5019,252414,360822,650633,374171,142897,86088,272,8231,226,9215,0,0,0,0,0,0,0,MN,42.04166666666666,104032
Missouri,2002,12.953703703703706,132.2,5675,246813,725679,723507,278873,87605,23888,89,13804,77,0,1,0,0,1,0,0,0,MO,55.31666666666667,37858
Mississippi,2002,17.76851851851852,63.0,2859,88124,154339,428283,354550,105041,49338,322,0,9,0,0,0,0,2,2,0,0,MS,63.98333333333333,49669
Montana,2002,5.2453703703703685,30.3,912,32527,166322,161571,70992,0,11122,282,97324,3,0,1,0,0,0,0,0,0,MT,41.441666666666656,108732
North Carolina,2002,15.541666666666664,146.8,8326,366035,770928,876330,243143,413784,94923,245,35525,100,0,1,0,0,1,0,0,0,NC,59.975,130792
North Dakota,2002,5.0,52.1,638,26370,422809,123512,61592,0,5285,272,16202,1,0,1,0,0,0,0,0,0,ND,41.0,21759
Nebraska,2002,10.004629629629628,42.8,1728,79665,217939,222228,121174,105696,32589,378,11165,12,82,1,0,0,0,0,0,0,NE,50.00833333333333,44226
New Hampshire,2002,6.962962962962963,17.8,1269,59041,39845,176568,26077,97054,17256,7,11607,28,0,0,0,0,0,0,0,0,NH,44.53333333333333,28898
New Jersey,2002,12.393518518518515,120.4,8553,487050,104849,1178970,617094,322299,27605,118,122,954,0,1,0,0,0,0,0,0,NJ,54.30833333333333,28799
New Mexico,2002,12.435185185185185,55.7,1855,74275,284132,243128,229691,0,4421,748,2692,327,0,1,0,0,0,0,1,0,NM,54.38333333333333,8188
Nevada,2002,10.444444444444443,41.8,2174,110020,164775,234506,181010,0,6199,12646,23068,574,0,1,0,0,0,0,1,0,NV,50.8,42486
New York,2002,8.240740740740742,201.4,19138,1102140,280584,1560207,1227223,413686,107841,358,254812,570,830,1,0,0,1,0,0,0,NY,46.83333333333334,364411
Ohio,2002,11.407407407407408,262.4,11408,514752,1396899,1270998,862453,113451,49134,915,4968,119,0,1,0,0,2,0,0,0,OH,52.53333333333333,55136
Oklahoma,2002,15.231481481481481,102.0,3489,131078,391379,549321,522530,0,20700,6,20222,44,0,1,0,0,0,0,0,0,OK,59.41666666666666,40973
Oregon,2002,8.726851851851855,39.4,3513,139698,37751,366296,206808,0,48105,886,350085,662,3827,1,0,0,0,0,1,0,OR,47.70833333333334,403564
Pennsylvania,2002,10.16666666666667,271.6,12331,550247,1457349,1403563,700472,794521,73134,593,22488,397,588,1,0,0,2,0,0,0,PA,50.3,97200
Rhode Island,2002,10.652777777777775,11.8,1066,47611,76,98079,89824,0,3667,5,37,27,0,0,0,0,0,0,0,0,RI,51.175,3737
South Carolina,2002,17.61111111111111,80.7,4108,154698,404455,478674,190714,556829,66321,164,14138,22,0,1,0,0,0,0,0,0,SC,63.7,80645
South Dakota,2002,7.912037037037037,13.9,760,32958,39957,117665,41532,0,7412,511,44290,3,61,1,0,0,0,0,0,0,SD,46.24166666666667,52277
Tennessee,2002,14.847222222222221,125.3,5796,240522,655906,737577,263690,287927,67157,54,81116,44,41,1,0,0,2,0,0,0,TN,58.725,148413
Texas,2002,18.347222222222225,687.0,21690,1041811,1550325,5924903,4444506,371923,83970,694,11429,535,27021,1,0,0,1,0,0,0,TX,65.025,123649
Utah,2002,9.347222222222225,62.7,2325,95693,370551,258213,172366,0,3720,2815,4657,39,0,1,0,0,0,0,1,0,UT,48.825,11230
Virginia,2002,13.643518518518519,120.1,7287,362262,482759,855088,266853,285549,72645,481,8832,178,0,1,0,0,1,0,0,0,VA,56.55833333333334,82137
Vermont,2002,6.425925925925924,6.4,615,24455,25,84489,8399,41378,11230,6,11342,32,106,0,0,0,0,0,0,0,VT,43.56666666666666,22715
Washington,2002,8.296296296296298,72.0,6052,310338,100832,736282,240494,94484,93639,370,795189,228,4238,0,0,0,0,0,0,0,WA,46.93333333333334,893664
Wisconsin,2002,6.990740740740742,107.7,5445,240996,491990,600959,388007,129991,84542,156,25585,175,470,0,0,0,0,0,0,0,WI,44.58333333333334,110928
West Virginia,2002,11.796296296296294,118.1,1805,62805,993467,228699,155536,0,5251,10,10842,30,92,1,0,0,1,0,0,0,WV,53.23333333333333,16225
Wyoming,2002,5.208333333333333,62.7,500,29876,480360,150160,117387,0,1115,673,5937,2,4551,1,0,0,0,0,0,0,WY,41.375,12279
Alabama,2003,17.074074074074076,140.9,4503,164992,873735,561731,360483,330137,156371,62,128232,68,0,0,0,0,3,0,0,0,AL,62.73333333333333,284732
Arkansas,2003,15.703703703703706,62.5,2725,96545,253653,357343,254571,153093,80406,282,26878,367,0,0,0,0,2,0,0,0,AR,60.26666666666666,107933
Arizona,2003,16.61111111111111,90.5,5510,233342,406537,537072,275650,297872,9573,235,71634,2760,0,1,0,0,0,0,1,0,AZ,61.9,84202
California,2003,15.236111111111116,370.3,35253,1825424,69469,3520087,2317062,370958,205815,133310,368253,21857,39441,0,0,0,0,0,1,0,CA,59.425,768677
Colorado,2003,8.347222222222221,91.2,4529,238540,394163,457424,436873,0,13788,538,12780,199,1489,1,0,0,1,0,0,0,CO,47.025,28795
Connecticut,2003,8.976851851851851,43.0,3484,222240,41864,434313,157252,167566,26849,7,5715,403,0,0,0,0,0,0,0,0,CT,48.15833333333333,32973
Delaware,2003,12.546296296296294,15.9,818,57957,46997,136588,47971,0,1247,142,0,13,0,0,0,0,0,1,0,0,DE,54.58333333333334,1402
Florida,2003,21.592592592592588,247.8,17004,715436,723832,1931768,714826,322868,157615,3507,2660,24706,0,0,0,0,1,0,0,0,FL,70.86666666666666,188488
Georgia,2003,17.398148148148145,170.3,8623,410588,819031,1033435,390760,346601,179394,125,41920,236,0,0,0,0,2,0,0,0,GA,63.31666666666666,221675
Iowa,2003,8.84259259259259,79.2,2942,129316,444587,375212,197629,41559,75223,497,7985,5,9942,1,0,0,2,0,0,0,IA,47.91666666666666,93652
Idaho,2003,7.425925925925927,14.5,1363,48536,10219,140328,71754,0,22969,1312,84585,3,0,1,0,0,0,0,1,0,ID,45.36666666666667,108868
Illinois,2003,10.953703703703704,231.3,12556,655835,1010087,1238292,1001534,987308,124424,672,1402,393,182,1,0,0,4,0,0,0,IL,51.71666666666667,127073
Indiana,2003,10.59259259259259,237.8,6197,275194,1570700,885902,566838,0,51556,1605,4293,37,0,0,0,0,4,0,0,0,IN,51.06666666666666,57491
Kansas,2003,12.75925925925926,78.9,2723,117478,389464,419163,284722,92648,17657,411,126,18,3705,1,0,0,1,0,0,0,KS,54.96666666666667,21917
Kentucky,2003,12.912037037037035,143.6,4117,159180,943652,644470,231384,0,29560,971,39974,4,0,0,0,0,2,0,0,0,KY,55.24166666666667,70509
Louisiana,2003,19.097222222222214,203.6,4521,221240,247978,1954979,1353179,168069,142841,700,9031,60,0,0,0,0,1,0,0,0,LA,66.375,152633
Massachusetts,2003,8.393518518518519,85.0,6423,373814,109373,730803,414970,51880,39014,356,10886,163,0,0,0,0,0,0,0,0,MA,47.10833333333333,50420
Maryland,2003,12.175925925925926,80.6,5496,277950,329590,570714,204345,142685,27134,187,26801,38,0,0,0,0,0,1,0,0,MD,53.91666666666666,54160
Maine,2003,4.694444444444446,23.8,1307,51728,7481,265720,73517,0,100126,9,32123,89,0,0,0,0,0,0,0,0,ME,40.45,132348
Michigan,2003,6.648148148148147,187.5,10041,443795,747940,968414,950714,291332,96602,1776,14031,199,27,1,0,0,3,0,0,0,MI,43.96666666666667,112635
Minnesota,2003,5.287037037037036,101.9,5054,263869,390691,671245,374189,139799,88866,354,8248,203,9900,1,0,0,1,0,1,0,MN,41.516666666666666,107570
Missouri,2003,12.5,139.1,5709,251788,795634,739036,265133,101089,27894,116,6606,61,0,1,0,0,2,0,0,0,MO,54.5,34678
Mississippi,2003,17.370370370370367,64.6,2868,91715,178949,480507,275147,113625,44948,412,0,9,0,0,0,0,3,0,0,0,MS,63.26666666666666,45369
Montana,2003,6.296296296296298,32.6,920,33843,188981,157136,70048,0,12073,274,88105,4,0,1,0,0,0,0,1,0,MT,43.33333333333334,100455
North Carolina,2003,14.847222222222221,148.0,8423,374503,771618,900018,227387,426332,115541,319,72910,85,0,0,0,0,1,1,0,0,NC,58.725,188855
North Dakota,2003,4.87037037037037,51.7,639,27994,420832,121722,56088,0,5791,363,17455,1,596,1,0,0,0,0,0,0,ND,40.766666666666666,24205
Nebraska,2003,9.879629629629628,43.9,1739,84120,227290,229099,119741,83344,34722,512,9924,12,387,1,0,0,1,0,0,0,NE,49.78333333333333,45556
New Hampshire,2003,5.833333333333332,21.1,1280,61610,41633,200220,56415,96677,16337,9,13479,25,0,0,0,0,0,0,0,0,NH,42.5,29851
New Jersey,2003,11.023148148148149,121.7,8601,499695,106857,1146359,635689,309629,25064,153,394,1205,0,0,0,0,0,1,0,0,NJ,51.84166666666667,26816
New Mexico,2003,13.046296296296294,57.9,1878,77132,305641,248457,225220,0,4315,563,1728,286,1850,1,0,0,0,0,0,0,NM,55.48333333333333,8743
Nevada,2003,11.245370370370374,44.0,2249,115571,182553,239284,191050,0,6856,11926,17787,590,0,1,0,0,0,0,0,0,NV,52.24166666666667,37159
New York,2003,6.953703703703702,212.0,19176,1104937,286179,1760002,1131344,423959,112173,481,245720,585,417,0,0,0,2,1,0,0,NY,44.51666666666666,359376
Ohio,2003,10.129629629629632,270.3,11435,522649,1443498,1303901,877891,88327,57137,1207,5172,130,0,0,0,0,3,0,0,0,OH,50.23333333333333,63646
Oklahoma,2003,15.481481481481485,104.2,3505,133084,393790,545461,556306,0,23198,8,18209,35,552,0,0,0,1,0,1,0,OK,59.86666666666667,42001
Oregon,2003,9.46759259259259,39.9,3547,145585,44884,358058,215102,0,43984,901,336660,677,4492,1,0,0,0,0,1,0,OR,49.04166666666666,386714
Pennsylvania,2003,8.875,275.2,12375,562436,1461986,1446911,717461,774989,74449,788,33881,366,1129,0,0,0,1,1,0,0,PA,47.975,110613
Rhode Island,2003,9.435185185185183,11.6,1071,49374,101,102986,80339,0,3735,7,61,25,0,0,0,0,0,0,0,0,RI,48.98333333333333,3828
South Carolina,2003,16.865740740740744,81.3,4150,160138,419663,495840,151904,525453,66454,213,37112,21,0,0,0,0,2,0,0,0,SC,62.35833333333333,103801
South Dakota,2003,7.810185185185188,13.8,764,33657,43017,112417,43868,0,12836,637,43298,3,448,1,0,0,1,0,0,0,SD,46.05833333333334,57222
Tennessee,2003,14.171296296296294,123.5,5848,247824,621425,755961,265806,251718,62551,70,121537,39,40,0,0,0,3,0,0,0,TN,57.50833333333333,184237
Texas,2003,18.61111111111111,681.3,22031,1048299,1603971,5978967,4177143,348485,81051,914,9077,532,26020,0,0,0,1,0,0,0,TX,65.5,117594
Utah,2003,10.333333333333334,63.4,2360,97649,379185,276298,163527,0,3676,2539,4266,39,0,1,0,0,0,0,1,0,UT,50.6,10520
Virginia,2003,12.750000000000002,124.2,7367,376114,464353,934350,272055,258633,92064,643,18038,191,0,0,0,0,1,1,0,0,VA,54.95,110936
Vermont,2003,5.268518518518519,6.6,618,25301,25,87073,8441,46317,12218,8,11685,35,110,0,0,0,0,0,0,0,VT,41.48333333333333,24055
Washington,2003,8.986111111111109,74.0,6104,316224,118207,723154,255839,79360,101419,494,726537,191,6112,1,0,0,0,0,1,0,WA,48.175,834753
Wisconsin,2003,6.222222222222222,105.7,5479,247867,488239,579881,397869,127310,98278,203,18663,168,988,1,0,0,0,0,0,0,WI,43.2,118300
West Virginia,2003,10.879629629629633,114.6,1812,62839,978415,211544,135367,0,5750,12,13730,27,1719,0,0,0,1,1,0,0,WV,51.58333333333334,21237
Wyoming,2003,6.1388888888888875,64.6,503,30612,493897,159203,120433,0,1202,714,6010,2,3711,1,0,0,0,0,0,0,WY,43.05,11638
Alabama,2004,17.407407407407412,143.6,4531,175508,853917,609981,391927,329898,186726,68,106432,54,0,0,0,0,0,1,0,0,AL,63.33333333333334,293280
Arkansas,2004,16.125,63.1,2750,101210,270210,361081,217921,161111,75933,306,36493,239,0,0,0,0,0,0,0,0,AR,61.025,112971
Arizona,2004,15.782407407407408,97.8,5652,243246,425413,558357,356264,293158,9704,255,69843,2672,0,0,0,0,0,0,0,0,AZ,60.40833333333333,82474
California,2004,14.921296296296294,389.4,35575,1902319,68909,3670782,2462247,315634,228444,133248,341956,22216,43128,0,0,0,0,0,0,0,CA,58.85833333333333,768991
Colorado,2004,7.6898148148148175,94.4,4575,240798,390186,490984,440720,0,14174,562,11966,193,2205,0,0,0,0,0,0,0,CO,45.84166666666667,29099
Connecticut,2004,9.310185185185183,45.0,3496,237133,43997,451366,165862,172470,37870,7,4634,454,0,0,0,0,0,0,0,0,CT,48.75833333333333,42965
Delaware,2004,13.236111111111116,16.2,831,60682,53599,127465,49722,0,1271,154,0,12,0,0,0,0,0,2,0,0,DE,55.825,1436
Florida,2004,21.56481481481481,259.9,17415,757054,699055,2095087,757672,325516,149032,3849,2657,23957,0,0,0,0,0,4,0,0,FL,70.81666666666666,179495
Georgia,2004,17.763888888888886,176.0,8769,429314,834991,1079645,406436,351921,189409,135,36983,234,0,0,0,0,0,3,0,0,GA,63.975,226761
Iowa,2004,9.175925925925926,81.5,2954,139749,443221,414787,198017,51399,90720,555,9475,4,10516,0,0,0,1,0,0,0,IA,48.51666666666666,111271
Idaho,2004,6.749999999999999,15.8,1392,51241,12336,156496,78273,0,25928,1397,84752,3,0,0,0,0,0,0,0,0,ID,44.15,112080
Illinois,2004,11.435185185185187,239.2,12590,673262,1069538,1285139,955972,959869,123019,730,1538,520,782,0,0,0,1,0,0,0,IL,52.58333333333334,126589
Indiana,2004,11.231481481481485,237.8,6233,284656,1614210,865025,526391,0,51818,1759,4444,63,0,0,0,0,1,0,0,0,IN,52.21666666666667,58085
Kansas,2004,12.814814814814815,76.1,2734,117882,385498,412120,260117,105664,15375,462,126,15,3592,0,0,0,0,0,0,0,KS,55.06666666666667,19571
